source;target;energy;information;location;spatial;reason
Wachtruimte Bo;Schip;0;0;1;0;De schepen bevinden zich in de Wachtruimte voordat ze de Opstelruimte mogen betreden. Met deze interactie wordt deze locatie relatie aangegeven.
Wachtruimte Bo;Scheepsvaart tekens;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaart tekens, deze hebben ook nog een functie als ze zich niet in de Wachtruimte bevinden.
Wachtruimte Bo;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces.
Uitlooplengte Bo;Schip;0;0;1;0;De schepen bevinden zich in de Uitlooplengte voor en na het schutproces.
Uitlooplengte Bo;Scheepsvaart tekens;0;0;1;0;In de Uitlooplengte bevinden zich soms Scheepsvaart tekens die de schippers van informatie voorzien.
Bodembescherming voorhaven Bo;Oeverbescherming Bo;0;0;1;0;De Bodembescherming Voorhaven bestaande uit stortsteen loopt over in de uit damwanden opgetrokken Oeverbescherming.
Bodembescherming voorhaven Bo;Sluishoofd constructie Bo;0;0;0;1;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie.
Oeverbescherming Bo;Sluishoofd constructie Bo;0;0;0;1;De Oeverbescherming ter hoogte van de Fuik zit vast aan de Sluishoofd constructie.
Deuren Bo;Bewegingswerken deuren Bo;1;0;0;1;Het openen en sluiten van de Hefdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces.
Deuren Bo;Sluishoofd constructie Bo;0;0;0;1;De Puntdeuren scharnieren in de sluishoofdconstructie en worden ook structureel hierdoor ondersteundt.
Deuren Bo;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren.
Bewegingswerken deuren Bo;Sluishoofd constructie Bo;0;0;0;1;De Bewegingswerken van de deuren zijn bevestigd aan het de Sluishoofd constructie.
Bewegingswerken deuren Bo;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie.
Bewegingswerken deuren Bo;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken deuren Bo;Besturingssystemen;0;1;0;0;De Bewegingswerken deuren Bo worden aangestuurd door de Besturingssystemen.
Nivelleersysteem Bo;Bewegingswerken nivelleersysteem Bo;1;0;0;1;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn.
Nivelleersysteem Bo;Sluishoofd constructie Bo;0;0;0;1;De segmentschuiven sluiten en openen de omloopriolen van het nivelleersysteem. Deze zitten in de sluishoofdconstructie en de schuiven zitten hier op bevestigdt.
Bewegingswerken nivelleersysteem Bo;Sluishoofd constructie Bo;0;0;0;1;De bewegingswerken van de schuiven zijn bevestigd aan de sluishoofdconstructie.
Bewegingswerken nivelleersysteem Bo;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie.
Bewegingswerken nivelleersysteem Bo;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken nivelleersysteem Bo;Besturingssystemen;0;1;0;0;De Bewegingswerken nivelleerschuiven Bo worden aangestuurd door de Besturingssystemen.
Sluishoofd constructie Bo;Onder- /achterloopheidsschermen Bo;0;0;0;1;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid.
Sluishoofd constructie Bo;Kolkwand;0;0;0;1;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage
Sluishoofd constructie Bo;Bodembescherming kolk;0;0;0;1;De Bodembescherming moet waterdicht aansluiten op de Sluishoofdconstructie om onder- en achterloopsheid te voorkomen.
Sluishoofd constructie Bo;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de Sluishoofd constructie.
Sluishoofd constructie Bo;Laagspanningsinstallatie;1;0;0;0;Zowel de Sluishoofd constructie als de Laagspanningsinstallatie functioneerd nog als deze interactie faalt. De interactie is echter wel nuttig omdat de wandcontacten en dergelijken worden voorzien van spanning.
Sluishoofd constructie Bo;Scheepsvaart tekens;0;0;1;0;De Scheepsvaarttekens verliezen hun functie wanneer ze niet bij de Sluishoofdconstructie staan.
Sluishoofd constructie Bo;Niveau meetsysteem;0;0;1;0;De niveaumeetinstallatie dient om de verschillende waterniveaus in het systeem te meten.
Kolkwand;Bodembescherming kolk;0;0;0;1;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Kolkwand;Scheepsvaartvoorzieningen;0;0;1;0;De Scheepsvaartvoorzieningen moeten zich bij de Kolkwand bevinden.
Kolkwand;Sluishoofd constructie Be;0;0;0;1;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage
Kolkwand;Schip;0;0;0;1;Het Schip maakt fysiek contact met de Kolkwand wanneer tijdens het schutproces wordt aangemeerd. Veel (kleinere) schepen hebben deze interactie nodig om gebruik te kunnen maken van de Schutfunctie. De interactie is dus op 2 gezet.
Bodembescherming kolk;Sluishoofd constructie Be;0;0;0;1;De Bodembescherming moet waterdicht aansluiten op de Sluishoofdconstructie om onder- en achterloopsheid te voorkomen.
Scheepsvaartvoorzieningen;Fuik Be;0;0;1;0;De Scheepsvaartvoorzieningen moeten zich bij de Fuik bevinden.
Scheepsvaartvoorzieningen;Opstelruimte Be;0;0;1;0;In de Opstelruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren.
Scheepsvaartvoorzieningen;Wachtruimte Be;0;0;1;0;In de Wachtruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren.
Scheepsvaartvoorzieningen;Schip;0;0;1;0;De Scheepsvaartvoorzieningen moeten zich qua locatie niet in de buurt van de schepen bevinden
Deuren Be;Bewegingswerken deuren Be;1;0;0;1;Het openen en sluiten van de Puntdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces.
Deuren Be;Sluishoofd constructie Be;0;0;0;1;De Puntdeuren scharnieren in de sluishoofdconstructie en worden ook structureel hierdoor ondersteundt.
Deuren Be;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren.
Bewegingswerken deuren Be;Sluishoofd constructie Be;0;0;0;1;De bewegingswerken van de nivelleerschuiven bevinden zich boven de nivelleerschuiven op de Hefdeuren.
Bewegingswerken deuren Be;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie.
Bewegingswerken deuren Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken deuren Be;Besturingssystemen;0;1;0;0;De Bewegingswerken deuren Be worden aangestuurd door de Besturingssystemen.
Nivelleersysteem Be;Bewegingswerken nivelleersysteem Be;1;0;0;1;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn.
Nivelleersysteem Be;Sluishoofd constructie Be;0;0;0;1;De segmentschuiven sluiten en openen de omloopriolen van het nivelleersysteem. Deze zitten in de sluishoofdconstructie en de schuiven zitten hier op bevestigdt.
Bewegingswerken nivelleersysteem Be;Sluishoofd constructie Be;0;0;0;1;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn.
Bewegingswerken nivelleersysteem Be;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie.
Bewegingswerken nivelleersysteem Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Sluishoofd constructie Be;Onder- /achterloopheidsschermen Be;0;0;0;1;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid.
Sluishoofd constructie Be;Fuik Be;0;0;0;1;De Fuik en de Sluishoofd constructie zijn doormiddel van hun definitie met elkaar verbonden.
Sluishoofd constructie Be;Bodembescherming voorhaven Be;0;0;0;1;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie.
Sluishoofd constructie Be;Schip;0;0;1;0;De Oeverbescherming ter hoogte van de Fuik zit vast aan de Sluishoofd constructie.
Sluishoofd constructie Be;Laagspanningsinstallatie;1;0;0;0;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage
Sluishoofd constructie Be;Scheepsvaart tekens;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de Sluishoofd constructie.
Sluishoofd constructie Be;Niveau meetsysteem;0;0;1;0;De Scheepsvaarttekens moeten bij de Sluishoofdconstructie staan.
Fuik Be;Wachtruimte Be;0;0;0;1;De Fuik en de Wachtruimte zijn doormiddel van hun definitie met elkaar verbonden.
Fuik Be;Bodembescherming voorhaven Be;0;0;1;0;Met deze interactie wordt aangegeven dat de Fuik van bodembescherming dient te worden voorzien. Het schutten is zonder deze interactie ook mogelijk, echter zal het object op korte termijn de negatieve gevolgen van onderloopsheid ondervinden
Fuik Be;Oeverbescherming Be;0;0;1;0;De Fuik is voorzien van damwanden als Oeverbescherming.
Fuik Be;Schip;0;0;1;0;De orientatie tussen de Fuik en het Schip is van belang. Met deze interactie wordt dus aangegeven dat het Schip zich in de Fuik kan bevinden
Fuik Be;Scheepsvaart tekens;0;0;1;0;De Scheepsvaarttekens bevinden zich in de Fuik om de Schippers van informatie te voorzien. Deze tekens zijn voordelig in de Schutfunctie, maar niet strikt noodzakelijk.
Fuik Be;Objectverlichting;0;0;1;0;De Objectverlichting zorgt dat de Fuik goed te zien is s'nachts waardoor het schutproces niet gehinderd wordt.
Opstelruimte Be;Wachtruimte Be;0;0;0;1;De Opstelruimte en Wachtruimte zijn vanwege hun definitie met elkaar verbonden.
Opstelruimte Be;Bodembescherming voorhaven Be;0;0;1;0;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Opstelruimte Be;Oeverbescherming Be;0;0;1;0;De Damwanden zijn doorgetrokken tot de Wachtruimte.
Opstelruimte Be;Schip;0;0;1;0;De schepen dienen zich in de Opstelruimte te positioneren als voorbereiding op het schutproces.
Opstelruimte Be;Scheepsvaart tekens;0;0;1;0;In de Opstelruimte zijn Scheepsvaarttekens aanwezig om het vaarwegverkeer te informeren.
Opstelruimte Be;Objectverlichting;0;0;1;0;De Objectverlichting zorgt ervoor dat de Opstelruimte goed verlicht is, en de schepen zich zonder hinder van duisternis goed kunnen positioneren.
Wachtruimte Be;Uitlooplengte Be;0;0;0;1;De Wachtruimte en Uitlooplengte zijn vanwege hun definitie met elkaar verbonden.
Wachtruimte Be;Bodembescherming voorhaven Be;0;0;1;0;De Bodembescherming bevind zich ook in de Wachtruimte. Dit is niet strikt noodzakelijk voor de functionering van het schutproces, maar beschermd het object wel tegen onderloopsheid.
Wachtruimte Be;Oeverbescherming Be;0;0;1;0;De Damwanden zijn doorgetrokken tot de Wachtruimte.
Wachtruimte Be;Schip;0;0;1;0;De schepen bevinden zich in de Wachtruimte voordat ze de Opstelruimte mogen betreden. Met deze interactie wordt deze locatie relatie aangegeven.
Wachtruimte Be;Scheepsvaart tekens;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaart tekens, deze zijn echter niet strikt noodzakelijk voor het schutproces.
Wachtruimte Be;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces.
Uitlooplengte Be;Schip;0;0;1;0;De schepen bevinden zich in de Uitlooplengte voor en na het schutproces.
Uitlooplengte Be;Scheepsvaart tekens;0;0;1;0;In de Uitlooplengte bevinden zich soms Scheepsvaart tekens die de schippers van informatie voorzien. De aanname is dat deze informatie niet essentieel is voor het schutproces.
Bodembescherming voorhaven Be;Oeverbescherming Be;0;0;1;0;De Bodembescherming Voorhaven bestaande uit stortsteen loopt over in de uit damwanden opgetrokken Oeverbescherming.
Schip;Scheepsvaart tekens;0;1;1;0;De Oeverbescherming ter hoogte van de Fuik zit vast aan de Sluishoofd constructie.
Schip;Omroepinstallatie;0;1;0;0;Het is voor de functionaliteit van de Scheepvaarttekens essentieel dat er informatie wordt overgedragen aan de schepen. Een locatie interactie maakt dit makkelijker, maar is niet strikt noodzakelijk.
Schip;Marifooninstallatie;0;1;1;0;De Omroepinstallatie wordt niet alleen door de Schipper gebruikt. Hij heeft hierdoor ook nog functie wanneer deze interactie 'faalt'. Verder is er slechts interactie mogelijk wanneer de omroepinstallatie zich op 'hoorbare-afstand' van de schepen bevindt.
Schip;Telefoon;0;1;1;0;De informatie stroom tussen Schip en Marifooninstallatie is essentieel voor het functioneren van zowel het Schip als de installatie.
Schip;Objectverlichting;0;0;1;0;De Telefoon wordt niet alleen door de Schipper gebruikt.
Schip;Veiligheidsmiddelen inclusief detectie;1;0;1;0;Deze interactie is niet noodzakelijk voor het functioneren van een van de twee.
Schip;Scheepsvaartbeseining;0;1;1;0;Als deze interactie faalt, verliest de Veiligheidsmiddelen inclusief detectie zijn functie.
Bediengebouw constructie;Aansluiting nutsvoorzieningen;0;0;1;0;Het is voor de functionaliteit van de Scheepvaartbeseining essentieel dat er informatie wordt overgedragen aan de schepen. Een locatie interactie maakt dit makkelijker, maar is niet strikt noodzakelijk.
Bediengebouw constructie;Laagspanningsinstallatie;1;0;1;0;Het is handig als de Aansluiting nutsvoorzieningen zich in de Bediengebouw constructie bevindt, aangezien een groot deel van de systemen die hierop aangesloten dienen te worden zich ook hier bevinden, echter is dit niet strikt noodzakelijk.
Bediengebouw constructie;Hoogspanningsinstallatie;0;0;1;0;Zowel de Bediengebouw constructie als de Laagspanningsinstallatie functioneren nog wanneer deze interactie faalt. Echter is deze wel handig.
Bediengebouw constructie;CCTV installatie;0;0;1;0;Zowel de Bediengebouw constructie als de Hoogspanningsinstallatie functioneren nog wanneer deze interactie faalt. Echter is deze wel handig.
Bediengebouw constructie;Meteo installatie;0;0;1;0;Als deze interactie nodig is (op het moment dat de interactie tussen Bediengebouw constructie en Laagspanningsinstallatie faalt, of de Laagspanningsinstallatie faalt), Is schutten niet meer mogelijk doordat de verlichting uitvalt.
Bediengebouw constructie;Logging;0;0;1;0;Als de Beeldschermen van de CCTV installatie zich niet in de Bediengebouw constructie bevinden, verliest deze zijn functie.
Bediengebouw constructie;Omroepinstallatie;0;0;1;0;De microfoon moet zich in de Bediengebouwconstructie bevinden.
Bediengebouw constructie;Praatpaalinstallatie;0;0;1;0;De microfoon moet zich in de Bediengebouwconstructie bevinden.
Bediengebouw constructie;Marifooninstallatie;0;0;1;0;De microfoon moet zich in de Bediengebouwconstructie bevinden.
Bediengebouw constructie;Telefoon;0;0;1;0;De telefoon moet zich in de Bediengebouwconstructie bevinden.
Bediengebouw constructie;Objectverlichting;0;0;1;0;Het is handig als de Bediengebouw constructie s'nachts verlicht is, daar dit de bereikbaarheid vergroot. Dit is echter niet strikt noodzakelijk.
Bediengebouw constructie;Noodstop;0;0;1;0;De Noodstop zal primair bediend worden vanuit de bedienplekken. Het is zelfs zo dat de functie van deze noodstop sterk gecompromiteerd wordt wanneer deze niet te bedienen is vanuit de Bediengebouw constructie (daar deze het beste overzicht van het sluiscomplex geeft).
Bediengebouw constructie;Bedienaar/onderhoudsman;0;0;1;0;De Bedienaar heeft nog slechts een erg beperkte functie wanneer deze zich niet in de Bediengebouw constructie bevindt.
Aansluiting nutsvoorzieningen;Laagspanningsinstallatie;1;0;0;0;Wanneer deze interactie faalt, wordt de Laagspanningsinstallatie gevoedt door de Noodstroomvoorziening
Aansluiting nutsvoorzieningen;Hoogspanningsinstallatie;1;0;0;0;Wanneer deze interactie faalt, wordt de Hoogspanningsinstallatie gevoedt door de Noodstroomvoorziening
Laagspanningsinstallatie;CCTV installatie;1;0;0;0;Wanneer deze interactie faalt, kan de component niet langer worden voorzien van energie.
Laagspanningsinstallatie;Meteo installatie;1;0;0;0;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Laagspanningsinstallatie;Logging;1;0;0;0;De Laagspanningsinstallatie voorziet de Logging van energie.
Laagspanningsinstallatie;Omroepinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Omroepinstallatie van energie.
Laagspanningsinstallatie;Praatpaalinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Intercominstallatie van energie.
Laagspanningsinstallatie;Marifooninstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Marifooninstallatie van energie.
Laagspanningsinstallatie;Telefoon;1;0;0;0;De Laagspanningsinstallatie voorziet de Telefoon van energie.
Laagspanningsinstallatie;Objectverlichting;1;0;0;0;De Laagspanningsinstallatie voorziet de Objectverlichting van energie.
Laagspanningsinstallatie;Veiligheidsmiddelen inclusief detectie;1;0;0;0;De Laagspanningsinstallatie voorziet de Veiligheidsmiddelen van energie.
Laagspanningsinstallatie;Scheepsvaartbeseining;1;0;0;0;De Laagspanningsinstallatie voorziet de Scheepvaartbeseining van energie.
Laagspanningsinstallatie;Bediensysteem regulier proces;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Bediensysteem onderhoud;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Bediensysteem noodbediening;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Besturingssystemen;1;0;0;0;De Laagspanningsinstallatie voorziet de Besturingssystemen van energie.
CCTV installatie;Objectverlichting;0;0;1;0;De CCTV installatie heeft de Objectverlichting nodig om s'nachts te kunnen functioneren.
CCTV installatie;Bedienaar/onderhoudsman;0;1;1;0;Wanneer deze interactie faalt op het moment dat deze nodig is, functioneert hetBesturingssysteem niet meer.
CCTV installatie;Besturingssystemen;0;1;0;0;De CCTV installatie functioneerd niet meer volledig (kan niet meer aangestuurd worden) maar is nog wel gedeeltelijk bruikbaar wanneer deze interactie faalt.
Meteo installatie;Bedienaar/onderhoudsman;0;1;1;0;De Meteo installatie voorziet de Bedienaar van informatie.
Meteo installatie;Besturingssystemen;0;1;0;0;De Meteo installatie wordt aangsestuurd via het Besturingssysteem.
Niveau meetsysteem;Besturingssystemen;0;1;0;0;Het Niveaumeetsysteem geeft de Waterstanden aan het Besturingsysteem door.
Logging;Bedienaar/onderhoudsman;0;1;1;0;De logging functioneerd nog gedeeltelijk (de gegevens van het Besturingssysteem worden nog volledig bijgehouden) wanneer deze interactie faalt, en de Bedienaar functioneerd volledig. Verder is het voordelig als de Logging zich in de buurt van de Bedienaar bevindt, maar niet strikt noodzakelijk.
Logging;Besturingssystemen;0;1;0;0;Als deze interactie faalt, verliest de Logging voor een groot deel zijn functionaliteit, maar kan nog steeds gebruikt worden om handmatig de gegevens bij te houden.
Omroepinstallatie;Bedienaar/onderhoudsman;0;1;1;0;Wanneer de Bedienaar geen informatie kan doorgeven aan de Omroepinstallatie, heeft deze geen functie. Een randvoorwaarde aan deze interactie is dat de installatie zich in de buurt van de Bedienaar moet bevinden.
Praatpaalinstallatie;Bedienaar/onderhoudsman;0;1;1;0;Wanneer de Bedienaar geen informatie kan doorgeven aan de Praatpaalinstallatie, heeft deze geen functie. Een randvoorwaarde aan deze interactie is dat de installatie zich in de buurt van de Bedienaar moet bevinden.
Marifooninstallatie;Bedienaar/onderhoudsman;0;1;1;0;Wanneer de Bedienaar geen informatie kan doorgeven aan de Marifoonstallatie, heeft deze geen functie. Een randvoorwaarde aan deze interactie is dat de installatie zich in de buurt van de Bedienaar moet bevinden.
Telefoon;Bedienaar/onderhoudsman;0;1;1;0;Wanneer de Bedienaar geen informatie kan doorgeven aan de Telefoon, heeft deze geen functie. Een randvoorwaarde aan deze interactie is dat de installatie zich in de buurt van de Bedienaar moet bevinden.
Objectverlichting;Besturingssystemen;0;1;0;0;Als deze interactie faalt, is de Objectverlichting niet meer te sturen, maar nog wel te gebruiken.
Veiligheidsmiddelen inclusief detectie;Besturingssystemen;0;1;0;0;Het Besturingssysteem voert een check uit m.b.v. De Veiligheidsmiddelen inclusief detectie om te verifieren of de deuren naar beneden kunnen. Wanneer deze check niet uitgevoerd kan worden door een falende interactie, heeft deze installatie geen functie meer.
Scheepsvaartbeseining;Besturingssystemen;0;1;0;0;De Scheepsvaartbeseining is slechts te bedienen met het Besturingssysteem. Wanneer deze interactie faalt, verliest deze dus zijn functie.
Bediensysteem regulier proces;Bediensysteem onderhoud;0;0;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat deze bereikbaar is vanuit het Bediensysteem onderhoud.
Bediensysteem regulier proces;Noodstop;0;0;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat deze bereikbaar is vanuit het Bediensysteem regulier proces.
Bediensysteem regulier proces;Bedienaar/onderhoudsman;0;1;1;0;Het Bediensysteem onderhoud heeft meer bedienmogelijkheden dan het Bediensysteem regulier proces, maar heeft nog steeds het besturingssysteem nodig om iets te kunnen bedienen. De locatie interactie is slechts voordelig.
Bediensysteem regulier proces;Besturingssystemen;0;1;1;0;De informatie overdracht tussen deze componenten is essentieel voor het funtioneren van het Bediensysteem regulier proces. Dat beide systemen zich in de buurt van elkaar bevinden is niet strikt noodzakelijk.
Bediensysteem onderhoud;Noodstop;0;0;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat deze bereikbaar is vanuit het Bediensysteem onderhoud.
Bediensysteem onderhoud;Bedienaar/onderhoudsman;0;1;1;0;Als deze interactie faalt, verliezen beide componenten (Onderhoudsman) (bijna) hun volledige functie. Verder is de locatie interactie nodig om de informatie overdracht te kunnen realiseren.
Bediensysteem onderhoud;Besturingssystemen;0;1;1;0;Het Bediensysteem onderhoud heeft meer bedienmogelijkheden dan het Bediensysteem regulier proces, maar heeft nog steeds het besturingssysteem nodig om iets te kunnen bedienen. De locatie interactie is slechts voordelig.
Noodstop;Bediensysteem noodbediening;0;0;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat deze bereikbaar is vanuit het Bediensysteem noodbediening.
Noodstop;Bedienaar/onderhoudsman;0;1;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat er informatie overdracht kan plaatsvinden tussen deze en de Bedienaar/onderhoudsman.
Noodstop;Besturingssystemen;0;1;1;0;Wanneer deze interactie faalt, is de Noodstop niet langer in staat de installatie te stoppen. De interactie is dus esstentieel voor het functioneren van de Noodstop.
Bediensysteem noodbediening;Bedienaar/onderhoudsman;0;1;1;0;Wanneer het Bediensysteem noodbediening niet bedient kan worden, verliest deze zijn functie. Het bediensysteem kan verder niet bedient worden zonder dat er een locatie interactie is met de Bedienaar.
Bediensysteem noodbediening;Besturingssystemen;0;1;1;0;Omdat onder Bediensysteem noodbediening ook handmatige bediening valt, verliest dit bediensysteem niet al zijn functionaliteit wanneer de interactie met het Besturingssysteem faalt.
Wachtruimte Bo;Fuik Bo;0;0;0;1;De Fuik en de Wachtruimte zijn doormiddel van hun definitie met elkaar verbonden.
Bodembescherming voorhaven Bo;Fuik Bo;0;0;1;0;Met deze interactie wordt aangegeven dat de Fuik van bodembescherming dient te worden voorzien. De Bodembescherming is niet noodzakelijk voor het functioneren van de Fuik, maar is wel voordelig.
Oeverbescherming Bo;Fuik Bo;0;0;1;0;De Fuik is voorzien van damwanden als Oeverbescherming. Deze is niet noodzakelijk voor het functioneren van de Fuik, maar is wel voordelig.
Sluishoofd constructie Bo;Fuik Bo;0;0;0;1;De Fuik en de Sluishoofd constructie zijn doormiddel van hun definitie met elkaar verbonden.
