source;target;energy;information;location;spatial;reason
Opstelruimte Bo;Scheepsvaart tekens;0;0;1;0;In de Opstelruimte zijn Scheepsvaarttekens aanwezig om het vaarwegverkeer te informeren. Wanneer de Opstelruimte faalt, functioneren de Scheepsvaarttekens nog op andere locaties. Wanneer de Scheepsvaarttekens falen, functioneert de Opstelruimte (in mindere mate) nog.
Opstelruimte Bo;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces. Wanneer de Opstelruimte faalt, functioneert de Objectverlichting nog op andere locaties. Wanneer de Objectverlichting faalt, functioneer de Opstelruimte (in mindee mate) nog.
Wachtruimte Bo;Uitlooplengte Bo;0;0;0;1;De Wachtruimte en Uitlooplengte zijn vanwege hun definitie met elkaar verbonden. Wanneer de Wachtruimte faalt, functioneert de Uitlooplengte nog. Wanneer de Uitlooplengte faalt, functioneert de Wachtruimte nog.
Wachtruimte Bo;Bodembescherming voorhaven Bo;0;0;1;0;De Bodembescherming bevind zich ook in de Wachtruimte. Wanneer de Wachtruimte faalt, functioneert de Bodembescherming nog. Wanneer de Bodembescherming faalt, functioneert de wachtruimte nog.
Wachtruimte Bo;Oeverbescherming Bo;0;0;1;0;De Damwanden zijn doorgetrokken tot de Wachtruimte. Wanneer de Wachtruimte faalt, functioneert de Oeverbescherming nog op andeere locaties. Wanneer de Oeverbescherming faalt, functioneert de Wachtruimte nog .
Wachtruimte Bo;Scheepsvaartvoorzieningen;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaartvoorzieningen, deze zijn echter niet strikt noodzakelijk voor het schutproces. Wanneer de Wachtruimte faalt, functioneren de Scheepsvaartvoorzieningen op andere locaties nog. Wanneer de Scheepsvaartvoorzieningen falen, functioneert de Wachtruimte (in mindere mate) nog.
Wachtruimte Bo;Schip;0;0;2;0;De schepen bevinden zich in de Wachtruimte voordat ze de Opstelruimte mogen betreden. Met deze interactie wordt deze locatie relatie aangegeven. Wanneer de Wachtruimte faalt, functioneert het Schip nog. Wanneer het Schip faalt, dient de Wachtruimte geen functie meer.
Wachtruimte Bo;Scheepsvaart tekens;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaart tekens. Wanneer de Wachtruimte faalt, functioneren de Scheepsvaarttekens op andere locaties nog. Wanneer de Scheepsvaarttekens falen, functioneert de Wachtruimte (inmindere mate) nog.
Wachtruimte Bo;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces. Wanneer de Uitlooplengte faalt, functioneert de Objectverlichting nog op andere locaties. Wanneer de Objectverlichting faalt, Functioneert de Wachtruimte (in mindere mate) nog.
Uitlooplengte Bo;Schip;0;0;2;0;De schepen bevinden zich in de Uitlooplengte voor en na het schutproces. Wanneer de Uitooplengte faalt, functioneert het Schip nog. Wanneer het Schip faalt, dient de Uitlooplengte geen functie meer.
Uitlooplengte Bo;Scheepsvaart tekens;0;0;1;0;In de Uitlooplengte bevinden zich soms Scheepsvaart tekens die de schippers van informatie voorzien. De aanname is dat deze informatie niet essentieel is voor het schutproces. Wanneer de Uitlooplengte faalt, functioneren de Scheepvaarttekens nog op andere locaties. Wanneer de Scheepsvaarttekens falen, functioneert de Uitlooplengte (in mindere mate) nog.
Bodembescherming voorhaven Bo;Oeverbescherming Bo;0;0;0;1;De Bodembescherming Voorhaven bestaande uit stortsteen loopt over in de uit damwanden opgetrokken Oeverbescherming. Wanneer de Bodembescherming faalt, functioneert de Oeverbescherming nog. Wanneer de Oeverbescherming faalt, functioneert de Bodembescherming nog.
Bodembescherming voorhaven Bo;Sluishoofd constructie Bo;0;0;0;2;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie. Wanneer de Bodembescherming faalt, functioneert de Sluishoofd constructie niet meer. Wanneer de Sluishoofdconstructie faalt, functioneert de Bodembescherming nog.
Deuren Bo;Bewegingswerken deuren Bo;2;0;0;2;Het openen en sluiten van de Hefdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces. Verder is er tussen deze componenten ook sprake van energie overdracht (kracht over een afstand). Wanneer de Hefdeur faalt, zorgt dit via de Spatial interactie niet voor het disfunctioneren van de Bewegingswerken. Wanneer de Hefdeur faalt, zorgt dit via de Energy interactie niet voor het disfunctioneren van de Bewegingswerken. Wannneer de Bewegingswerken falen, zorgt dit via de Spatial interactie voor het disfunctioneren van de Hefdeur. Wanneer de Bewegingswerken falen, zorgt dit via de Energy interactie voor het disfunctioneren van de Hefdeur.
Deuren Bo;Nivelleersysteem Bo;0;0;0;2;De nivelleerschuiven bevinden zich op de Hefdeuren. Zonder deze interactie, is het object niet in staat te nivelleren. Wanneer de Hefdeur faalt, functioren de Nivelleerschuiven nog. Wanneer de Nivelleerschuiven falen, functioneert de Hefdeur niet meer.
Deuren Bo;Bewegingswerken nivelleersysteem Bo;0;0;0;1;De bewegingswerken van de nivelleerschuiven bevinden zich boven de nivelleerschuiven op de Hefdeuren. Wanneer de Hefdeur faalt, functioneren de Bewegingswerken nivelleerschuiven nog. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Hefdeur nog.
Deuren Bo;Sluishoofd constructie Bo;0;0;0;2;De Hefdeuren worden aangedreven door de Bewegingswerken werken hefdeuren, maar worden ook geleid door de Sluishoofd constructie. Wanneer de Hefdeur faalt, functioneert de Sluishoofdconstructie nog. Wanneer de Sluishoofdconstructie faalt, functioneert de Hefdeur niet meer.
Deuren Bo;IJsbestrijdingssysteem Bo;0;0;2;0;Om de passeerfunctie te waarborgen wanneer het water bevriest, moet het Bubbelscherm in de buurt van de Hefdeuren staan. Wanneer de Hefdeur faalt, functioneert de Hefdeur nog. Wanneer het Ijsbestrijdingssysteem faalt, functioneert de Hefdeur niet meer (in geval van ijsaanslag).
Deuren Bo;Schip;0;0;2;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de deur kunnen bevinden. Wanneer de Hefdeur faalt, functioneert het Schip niet meer. Wanneer het Schip faalt, functioneert de Hefdeur nog.
Deuren Bo;Objectverlichting;0;0;1;0;De Objectverlichting wordt in de nacht gebruikt om Scheepvaart te ondersteunen. Een belangrijk deel daarvan is het zichtbaarmaken van de deuren. Wanneer de Hefdeur faalt, functioneert de Objectverlichting nog. Wanneer de Objectverlichting faalt, functioneert de Hefdeur (in mindere mate) nog.
Deuren Bo;Bliksem en overspanningsbeveiliging;2;0;0;0;De Hefdeuren zijn geaard door een interactie met de aardingsinstallatie. Wanner de Hefdeur faalt, functioneert de Bliksem en overspanningsbeveiliging nog. Wanneer de Bliksem- en overspanningsbeveiliging faalt, functioneert de Hefdeur niet meer (in geval van blikseminslag).
Deuren Bo;Veiligheidsmiddelen inclusief detectie;0;0;2;0;De Veiligheidsmiddelen inclusief detectie moeten zich in de buurt van de deuren bevinden omdat de functie van deze detectie is om te verifieren of de schepen zich wel of niet onder/bij de deuren bevinden. Wanneer de Hefdeur faalt, functioneren de Veiligheidsmiddelen incl. detectie nog. Wanneer de Veiligheidmiddelen incl. detectie falen, functioneert de Hefdeur niet meer.
Bewegingswerken deuren Bo;Sluishoofd constructie Bo;0;0;0;2;De Bewegingswerken van de deuren zijn bevestigd aan het de Sluishoofd constructie. Wanneer de Bewegingswerken deuren falen, functioneert de Sluishoofd constructie nog. Wanneer de Sluisoofdconstructie faalt, functioneren de Bewegingswerken deuren niet meer.
Bewegingswerken deuren Bo;Hoogspanningsinstallatie;2;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie. Wanneer de Bewegingswerken deuren falen, functioneert de Hoogspanningsinstallatie nog. Wanneer de Hoogspanningsinstallatie faalt, functioneren de Bewegingswerken niet meer.
Bewegingswerken deuren Bo;Noodstop;0;0;2;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand. Wanneer de Bewegingswerken deuren falen, functioneert de Noodstop nog. Wanneer de noodstop faalt, functioneren de Bewegingswerken niet meer (De noodstop is negatief uitgevoerd, wanneer deze faalt werkt de installatie niet meer).
Bewegingswerken deuren Bo;Besturingssystemen;0;2;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog. Wanneer de Besturingssystemen falen, functioren de Bewegingswerken deuren niet meer.
Nivelleersysteem Bo;Bewegingswerken nivelleersysteem Bo;2;0;0;2;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn. Wanneer de Nivelleerschuiven falen, zorgt dit via de Spatial interactie niet voor het disfunctioneren van de Bewegingswerken. Wanneer de Bewegingswerken nivelleerschuiven falen, zorgt dit via de Spatial interactie voor het disfunctionen van de Nivelleerschuiven. Wanneer de Nivelleerschuiven falen, zorgt dit via de Energie interactie niet voor het disfunctioneren van de Bewegingswerken nivelleerschuiven. Wanneer de Nivelleerschuiven falen, zorgt dit via de Energy interactie voor het niet functioneren van de Nivelleerschuiven.
Bewegingswerken nivelleersysteem Bo;Hoogspanningsinstallatie;2;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Hoogspanningsinstallatie nog. Wanneer de Hoogspanningsinstallatie faalt, functioneren de Bewegingswerken nivelleerschuiven niet meer.
Bewegingswerken nivelleersysteem Bo;Noodstop;0;0;2;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Noodstop nog. Wanneer de Noodstop faalt, functioneren de Bewegingswerken nivelleerschuiven niet meer.
Bewegingswerken nivelleersysteem Bo;Besturingssystemen;0;2;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog. Wanneer de Besturingssystemen falen, functioren de Bewegingswerken nivelleerschuiven niet meer.
Sluishoofd constructie Bo;Onder- /achterloopheidsschermen Bo;0;0;0;2;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid. Wanneer de Sluishoofdconstructie faalt, functioneren de Onder- en achterloopheidsschermen niet meer. Wanneer de onder- en achterloopheidsschermen falen, functioneert de Sluishoofd constructie niet meer.
Sluishoofd constructie Bo;Kolkwand;0;0;0;2;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage. Wanneer de Sluishoofdconstructie faalt, functioneert de Kolkwand niet meer. Wanneer de Kolkwand faalt, functioneert de Sluishoofdconstructie niet meer.
Sluishoofd constructie Bo;Schip;0;0;2;0;De schepen moeten qua locatie en orentatie rekening houden met de Sluishoofd constructie. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de Sluishoofd constructie kunnen bevinden. Wanneer de Sluishoofdconstructie faalt, functioneert het Schip niet meer. Wanneer het Schip niet functioneert, functioneert de Sluishoofdconstructie nog.
Sluishoofd constructie Bo;Laagspanningsinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet de Sluishoofdconstructie van energie. Wanneer de Sluishoofdconstructie faalt, functioneert de Laagspanningsinstallatie nog. Wanneer de Laagspanningsinstallatie faalt, functioneert de Sluishoofd constructie nog.
Sluishoofd constructie Bo;Scheepsvaart tekens;0;0;1;0;De Scheepsvaart tekens bevinden zich bij de Sluishoofdconstructie omde Schepen van informatie te voorzien. Wanneer de Sluishoofd constructie faalt, functioneren de Scheepsvaart tekens nog. Wanneer de Scheepsvaarttekens falen, functioneert de Sluishoofdconstructie nog.
Sluishoofd constructie Bo;Niveau meetsysteem;0;0;2;0;De niveaumeetinstallatie dient om de verschillende waterniveaus in het systeem te meten. Wanneer de Sluishoofdconstructie faalt, functioneert de niveaumeetinstallatie niet meer. Wanneer de Niveaumeetinstallatie faalt, functioneert de Sluishoofdconstructie nog.
Sluishoofd constructie Bo;Intercominstallatie;0;0;1;0;Bij de Sluishoofdconstructie is een Intercominstallatie aanwezig die in verbinding staat met de Intercominstallatie in het bediengebouw. Wanneer de Sluishoofd constructie faalt, functioneert de Intercominstallatie nog. Wanneer de Intercominstallatie faalt, functioneert de Sluishoofdconstructie nog.
Sluishoofd constructie Bo;Bliksem en overspanningsbeveiliging;0;0;1;0;De Bliksem en overspanningsbeveiliging is slechts in staat tegen blikseminslag te beschermen wanneer deze is bevestigd boven op de Sluishoofd constructie. Wanner de Sluishoofdconstructie faalt, functioneert de Bliksem- en overspanningsbeveiliging nog. Wanneer de Bliksem en Overspanningsbeveiliging faalt, functioneert de Sluishoofdconstructie nog.
IJsbestrijdingssysteem Bo;Bediengebouw constructie;0;0;1;0;Een deel van het IJsbestrijdingssysteem bevindt zich in de apparatenruimte onder het de Bediengebouw constructie. Wanneer het ijsbestrijdingssysteem faalt, functioneert de Bediengebouw constructie nog. Wanneer de Bediengebouw constructie faalt, functioneert het IJsbestrijdingssysteem nog steeds.
IJsbestrijdingssysteem Bo;Besturingssystemen;0;2;0;0;Het besturingssysteem bestuurt het ijsbestrijdingssysteem. Wanneer het Ijsbestrijdingssysteem faalt, functioneren de Besturingssystemen nog. Wanneer de Besturingssystemen falen, functioneert het ijsbestrijdingssysteem niet meer.
Kolkwand;Bodembescherming kolk;0;0;0;2;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen. Wanneer de Kolkwand faalt, functioneert de Bodembescherming niet meer. Wanneer de Bodembescherming faalt, functioneert de Kolkwand niet meer.
Kolkwand;Scheepsvaartvoorzieningen;0;0;1;0;Er bevinden zich Scheepsvaartvoorzieningen op de Kolkwand. Wanneer de Kolkwand faalt, functioneren de Scheepsvaartvoorzieningen op andere locaties nog. Wanneer de Scheepsvaartvoorzieningen falen, functioneert de Kolkwand nog.
Kolkwand;Sluishoofd constructie Be;0;0;0;2;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage. Wanneer de Kolkwand faalt, functioneert de Sluishoofdconstructie nog. Wanneer de Sluishoofdconstructie faalt, functioneert de Kolkwand niet meer.
Kolkwand;Schip;0;0;0;2;Het Schip maakt fysiek contact met de Kolkwand wanneer tijdens het schutproces wordt aangemeerd. Veel (kleinere) schepen hebben deze interactie nodig om gebruik te kunnen maken van de Schutfunctie. Wanneer de Kolkwand faalt, functioneert het Schip niet. Wanneer het Schip niet functioneert, functioneert de Kolkwand nog.
Kolkwand;Scheepsvaart tekens;0;0;1;0;De Scheepsvaarttekens verliezen hun functie wanneer ze niet bij de Kolkwand staan. Wanneer de Kolkwand faalt, functioneren de Scheepvaarttekens nog op een andere locatie. Wanneer de Scheepvaarttekens falen, functioneert de Kolkwand nog.
Kolkwand;Praatpaalinstallatie;0;0;1;0;Bij de Kolkwand is een Praatpaalinstallatie aanwezig waarmee hulpdiensten kunnen worden ingeschakeld. Wanneer de Kolkwand faalt, functioneert de Praatpaalinstallatie nog. Wanneer de Praatpaalinstallatie faalt, functioneert de Kolkwand nog.
Scheepsvaartvoorzieningen;Fuik Be;0;0;1;0;In de Fuik bevinden zich Scheepvaartvoorzieningen. Wanneer de Scheepvaartvoorzieningen falen, functioneert de Fuik nog. Wanneer de Fuik faalt, functioneren de Scheepvaartvoorzieningen nog op een andere locatie.
Scheepsvaartvoorzieningen;Opstelruimte Be;0;0;1;0;In de Opstelruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren. Wanneer de Scheepvaartvoorzieningen falen, functioneert de Opstelruimte nog. Wanneer de Opstelruimte faalt, functioneren de Scheepvaartvoorzieningen nog op een andere locatie.
Scheepsvaartvoorzieningen;Wachtruimte Be;0;0;1;0;In de Wachtruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren. Wanneer de Scheepvaartvoorzieningen falen, functioneert de Wachtruimte nog. Wanneer de Wachtruimte faalt, functioneren de Scheepvaartvoorzieningen nog op een andere locatie.
Scheepsvaartvoorzieningen;Schip;0;0;2;0;De Scheepvaartvoorzieningen ondersteunen de Scheepvaart. Wanneer de Scheepvaartvoorzieningen falen, functioneert het Schip niet meer. Wanneer het Schip faalt, functioneren de Scheepvaartvoorzieningen nog.
Deuren Be;Bewegingswerken deuren Be;2;0;0;2;Het openen en sluiten van de Hefdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces. Verder is er tussen deze componenten ook sprake van energie overdracht (kracht over een afstand). Wanneer de Hefdeur faalt, zorgt dit via de Spatial interactie niet voor het disfunctioneren van de Bewegingswerken. Wanneer de Hefdeur faalt, zorgt dit via de Energy interactie niet voor het disfunctioneren van de Bewegingswerken. Wannneer de Bewegingswerken falen, zorgt dit via de Spatial interactie voor het disfunctioneren van de Hefdeur. Wanneer de Bewegingswerken falen, zorgt dit via de Energy interactie voor het disfunctioneren van de Hefdeur.
Deuren Be;Nivelleersysteem Be;0;0;0;2;De nivelleerschuiven bevinden zich op de Hefdeuren. Zonder deze interactie, is het object niet in staat te nivelleren. Wanneer de Hefdeur faalt, functioren de Nivelleerschuiven nog. Wanneer de Nivelleerschuiven falen, functioneert de Hefdeur niet meer.
Deuren Be;Bewegingswerken nivelleersysteem Be;0;0;0;2;De bewegingswerken van de nivelleerschuiven bevinden zich boven de nivelleerschuiven op de Hefdeuren. Wanneer de Hefdeur faalt, functioneren de Bewegingswerken nivelleerschuiven nog. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Hefdeur nog.
Deuren Be;Sluishoofd constructie Be;0;0;0;2;De Hefdeuren worden aangedreven door de Bewegingswerken werken hefdeuren, maar worden ook geleid door de Sluishoofd constructie. Wanneer de Hefdeur faalt, functioneert de Sluishoofdconstructie nog. Wanneer de Sluishoofdconstructie faalt, functioneert de Hefdeur niet meer.
Deuren Be;IJsbestrijdingssysteem Be;0;0;2;0;Om de passeerfunctie te waarborgen wanneer het water bevriest, moet het Bubbelscherm in de buurt van de Hefdeuren staan. Wanneer de Hefdeur faalt, functioneert de Hefdeur nog. Wanneer het Ijsbestrijdingssysteem faalt, functioneert de Hefdeur niet meer (in geval van ijsaanslag).
Deuren Be;Schip;0;0;2;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de deur kunnen bevinden. Wanneer de Hefdeur faalt, functioneert het Schip niet meer. Wanneer het Schip faalt, functioneert de Hefdeur nog.
Deuren Be;Objectverlichting;0;0;1;0;De Objectverlichting wordt in de nacht gebruikt om Scheepvaart te ondersteunen. Een belangrijk deel daarvan is het zichtbaarmaken van de deuren. Wanneer de Hefdeur faalt, functioneert de Objectverlichting nog. Wanneer de Objectverlichting faalt, functioneert de Hefdeur (in mindere mate) nog.
Deuren Be;Bliksem en overspanningsbeveiliging;2;0;0;0;De Hefdeuren zijn geaard door een interactie met de aardingsinstallatie. Wanner de Hefdeur faalt, functioneert de Bliksem en overspanningsbeveiliging nog. Wanneer de Bliksem- en overspanningsbeveiliging faalt, functioneert de Hefdeur niet meer (in geval van blikseminslag).
Deuren Be;Veiligheidsmiddelen inclusief detectie;0;0;2;0;De Veiligheidsmiddelen inclusief detectie moeten zich in de buurt van de deuren bevinden omdat de functie van deze detectie is om te verifieren of de schepen zich wel of niet onder/bij de deuren bevinden. Wanneer de Hefdeur faalt, functioneren de Veiligheidsmiddelen incl. detectie nog. Wanneer de Veiligheidmiddelen incl. detectie falen, functioneert de Hefdeur niet meer.
Bewegingswerken deuren Be;Sluishoofd constructie Be;0;0;0;2;De Bewegingswerken van de deuren zijn bevestigd aan het de Sluishoofd constructie. Wanneer de Bewegingswerken deuren falen, functioneert de Sluishoofd constructie nog. Wanneer de Sluisoofdconstructie faalt, functioneren de Bewegingswerken deuren niet meer.
Bewegingswerken deuren Be;Hoogspanningsinstallatie;2;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie. Wanneer de Bewegingswerken deuren falen, functioneert de Hoogspanningsinstallatie nog. Wanneer de Hoogspanningsinstallatie faalt, functioneren de Bewegingswerken niet meer.
Bewegingswerken deuren Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand. Wanneer de Bewegingswerken deuren falen, functioneert de Noodstop nog. Wanneer de noodstop faalt, functioneren de Bewegingswerken niet meer (De noodstop is negatief uitgevoerd, wanneer deze faalt werkt de installatie niet meer).
Bewegingswerken deuren Be;Besturingssystemen;0;2;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog. Wanneer de Besturingssystemen falen, functioren de Bewegingswerken deuren niet meer.
Nivelleersysteem Be;Bewegingswerken nivelleersysteem Be;2;0;0;2;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn. Wanneer de Nivelleerschuiven falen, zorgt dit via de Spatial interactie niet voor het disfunctioneren van de Bewegingswerken. Wanneer de Bewegingswerken nivelleerschuiven falen, zorgt dit via de Spatial interactie voor het disfunctionen van de Nivelleerschuiven. Wanneer de Nivelleerschuiven falen, zorgt dit via de Energie interactie niet voor het disfunctioneren van de Bewegingswerken nivelleerschuiven. Wanneer de Nivelleerschuiven falen, zorgt dit via de Energy interactie voor het niet functioneren van de Nivelleerschuiven.
Bewegingswerken nivelleersysteem Be;Hoogspanningsinstallatie;2;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Hoogspanningsinstallatie nog. Wanneer de Hoogspanningsinstallatie faalt, functioneren de Bewegingswerken nivelleerschuiven niet meer.
Bewegingswerken nivelleersysteem Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand. Wanneer de Bewegingswerken nivelleerschuiven falen, functioneert de Noodstop nog. Wanneer de Noodstop faalt, functioneren de Bewegingswerken nivelleerschuiven niet meer.
Bewegingswerken nivelleersysteem Be;Besturingssystemen;0;2;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog. Wanneer de Besturingssystemen falen, functioren de Bewegingswerken nivelleerschuiven niet meer.
Sluishoofd constructie Be;Onder- /achterloopheidsschermen Be;0;0;0;2;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid. Wanneer de Sluishoofdconstructie faalt, functioneren de Onder- en achterloopheidsschermen niet meer. Wanneer de onder- en achterloopheidsschermen falen, functioneert de Sluishoofd constructie niet meer.
Sluishoofd constructie Be;Fuik Be;0;0;0;2;De Fuik en de Sluishoofd constructie zijn doormiddel van hun definitie met elkaar verbonden. Wanneer de Fuik faalt, functioneert de Sluishoofdconstructie nog. Wanneer de Sluishoofd constructie faalt, kan de Fuik geen schepen meer naar de Kolk geleiden en functioneert daardoor niet meer.
Sluishoofd constructie Be;Bodembescherming voorhaven Be;0;0;0;2;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie. Wanneer de Bodembescherming faalt, functioneert de Sluishoofd constructie niet meer. Wanneer de Sluishoofdconstructie faalt, functioneert de Bodembescherming nog.
