ID,EBLM Name,MassP,MassS,MRat,RP,RS,RRat,bjd0,period,e,omega,esinω,ecosω,i,tPE,tSE,sep,pwidth,swidth,pdepth,sdepth,b,z,frat,REFERENCES IF USED,Notes
291116020,J2040-41,1.13,0.165,0.146017699,1.352,0.1802,0.133284024,1711.9462,14.456245,0.22684,-0.6440265,-0.136199325,0.181400467,,1716.1185,1710.5662,0.384076225,,,,,,,,EBLM IV,"Vert little data, I think it's like 3 sectors"
383303945,J2046+06,1.28,0.192,0.15,1.31,,,846.2647,10.107806,0.34375,1.89961636,0.325333265,-0.111005986,,846.0198,850.3199,0.425423678,,,,,,,,EBLM IV,
126700850,J2101-45,1.29,0.523,0.405426357,1.32,,,1514.89,25.57688,0.09082,0.3473205,0.030913269,0.085396968,,1519.1914,1507.7925,0.445672029,,,,,,,,EBLM IV,
211376134,J2122-32,1.19,0.593,0.498319328,1.2,,,1995.5982,18.42143,0.40518,-2.361727184,-0.284916001,-0.28808628,,1990.8124,1996.5523,0.311588188,,,,,,,,EBLM IV,
207081058,J2207-41,1.21,0.121,0.1,1.26,,,1874.449,14.7748,0.0668,2.07065862,0.058626925,-0.032017553,,1873.4177,1880.5037,0.479600401,,,,,,,,EBLM IV,
439837578,J2217-04,0.95,0.208,0.218947368,0.89,,,867.215,8.155259,0.048,0.8325221,0.035502294,0.032304599,,868.0918,864.1819,0.479432965,,,,,,,,EBLM IV,
101395259,J0954-23,1.166,0.0981,0.084133791,1.23,0.101,0.082113821,7872.5198,7.574661,0.04186,1.258382,0.039833737,0.012865964,,7872.5198,,,,,,,,,,https://www.aanda.org/articles/aa/pdf/2019/05/aa34539-18.pdf,
365717153,J1403-32,1.083,0.2755,0.254385965,0.969,0.2824,0.291434469,6834.4958,11.908745,0.1082,-1.1278318,-0.097757075,0.046376657,,,,,,,,,,,,https://www.aanda.org/articles/aa/pdf/2019/05/aa34539-18.pdf,
18319090,J1741+31,1.19,0.4783,0.401932773,1.336363636,0.441,0.33,1990.9112,7.71263,0.3009,0.99152155,0.251811135,0.164717827,85.86,,,,,,,,,,,https://arxiv.org/pdf/2106.07276,
458377744,J0719+25,1.078,0.1583,0.146846011,1.305,0.1915,0.144625,2559.38262,7.456295,0.073,-2.719223,-0.02992438,-0.066584769,87.711,,,,,,,,,,,https://arxiv.org/abs/2209.03128,
186514178,J0123+38,1.156,0.338,0.292387543,2.018,0.3531,0.174975223,,7.952938,0.0,,,,,,,,,,,,,,,,
116380226,J1522+42,1.0,0.1656,0.1656,1.364,0.1915,0.140395894,,7.661343,0.1386,-2.27381495,-0.105737116,-0.08960816,,,,,,,,,,,,,
329988433,J2134+19,0.889,0.359,0.403824522,1.831,0.3706,0.202403058,,16.58558,0.2512,0.61400683,0.144728137,0.205317331,,,,,,,,,,,,https://watermark.silverchair.com/stad3866.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA1gwggNUBgkqhkiG9w0BBwagggNFMIIDQQIBADCCAzoGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM3Ooa_fXyoZluaiijAgEQgIIDCx92gst5V9Gp399lAAcLNS_Az56aZx7T63EfBzeYPnndBAb3OVj1mCH-AOTLInT_vkHKD6Ovq2Rs6mqzkog8Kwxu9zz65bwbFjmYbnuRgI3ciTgnsYEV4qCZMBPQ3rldvx-6Sezl26WSmbLfLLu3eJVZ_-G8WJRqAKiu9GDSldMFSr4SAwZj25fmpSo240xW2D8UlNRPUd11Ph1F68iVWqjGI8NOJzCx_RuUIM2YBsszG8jO06F1dS3hIQI7HApL3UmUZAd15BCUh09VPvCuOG-DaC-vY9tn8oTf41PfgQStdfhFDjM6C1uEYHJ-b4-8ik7oEcmCTEzhFbxVliFp6w_wIgYzaedB8cpleSeP2ApfNk1pp3PMK3khhBaqNaQiasB70HZOedv9tWn2wKkJ4nsqFu7CkTnq9PkzHS5Q2ZnQxPzVTYBteka7uzxQtxP9D9NYb8ZFDdhQ87aaBcO9pNwHHrD6emUIbCu2Uyt-4ezNNg2IDJIQpPXsgJfQHAoDEWujAplM4CQ3TqNCqXVM8fmP5Rb3Xr5au0UAYxwEvaL9fo6itRH7oL1Zytrs94QUPry4gNhdeIT70vfCsdZ-MSDk600DdRbZGx-nZI5j7-EhKPWUDkqLXgP54otl9EwiyvyhtcBzEDG5a792dBS_f_APmpfGlzjhPbqNnwzVRYuZfeUgkBnWtjoi4agrlbFV9rw91vvWE3Jc-_slV5NrOqacWMN8_HXRfi5pwOEF8hkUm7TM4e_Fi2z794ow86owH0lmsjKnzvndn2IGhbwY5BDaHb7pzm7FGbYcUPTLhb_MdPOzmFPP7mb2FVs4dSdXP3wonjFNkPM68OevNI6ETqO8IrYTBwkD5KvQ7TKZsmGvkNlPDQKUkqqXYeCqEUHYKA833gjoK3kXMAmu4oA5t_WigcAaf4sDNfWSNE7RhEfUAq16wJWY_CQgdDM8fVBimufeKJtYTx0oNO6vauwkUJuvBWk7k19SFESKVfXMTg_nP-anYCwQAxid3vYsJT_nm8Q_eZ789rmuh3oW,
436520557,J2315+23,1.069,0.2309,0.215996258,1.534,0.2521,0.164341591,,9.13105,0.149,2.56790293,0.080867478,-0.125145719,,,,,,,,,,,,https://watermark.silverchair.com/stad3866.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA1gwggNUBgkqhkiG9w0BBwagggNFMIIDQQIBADCCAzoGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM3Ooa_fXyoZluaiijAgEQgIIDCx92gst5V9Gp399lAAcLNS_Az56aZx7T63EfBzeYPnndBAb3OVj1mCH-AOTLInT_vkHKD6Ovq2Rs6mqzkog8Kwxu9zz65bwbFjmYbnuRgI3ciTgnsYEV4qCZMBPQ3rldvx-6Sezl26WSmbLfLLu3eJVZ_-G8WJRqAKiu9GDSldMFSr4SAwZj25fmpSo240xW2D8UlNRPUd11Ph1F68iVWqjGI8NOJzCx_RuUIM2YBsszG8jO06F1dS3hIQI7HApL3UmUZAd15BCUh09VPvCuOG-DaC-vY9tn8oTf41PfgQStdfhFDjM6C1uEYHJ-b4-8ik7oEcmCTEzhFbxVliFp6w_wIgYzaedB8cpleSeP2ApfNk1pp3PMK3khhBaqNaQiasB70HZOedv9tWn2wKkJ4nsqFu7CkTnq9PkzHS5Q2ZnQxPzVTYBteka7uzxQtxP9D9NYb8ZFDdhQ87aaBcO9pNwHHrD6emUIbCu2Uyt-4ezNNg2IDJIQpPXsgJfQHAoDEWujAplM4CQ3TqNCqXVM8fmP5Rb3Xr5au0UAYxwEvaL9fo6itRH7oL1Zytrs94QUPry4gNhdeIT70vfCsdZ-MSDk600DdRbZGx-nZI5j7-EhKPWUDkqLXgP54otl9EwiyvyhtcBzEDG5a792dBS_f_APmpfGlzjhPbqNnwzVRYuZfeUgkBnWtjoi4agrlbFV9rw91vvWE3Jc-_slV5NrOqacWMN8_HXRfi5pwOEF8hkUm7TM4e_Fi2z794ow86owH0lmsjKnzvndn2IGhbwY5BDaHb7pzm7FGbYcUPTLhb_MdPOzmFPP7mb2FVs4dSdXP3wonjFNkPM68OevNI6ETqO8IrYTBwkD5KvQ7TKZsmGvkNlPDQKUkqqXYeCqEUHYKA833gjoK3kXMAmu4oA5t_WigcAaf4sDNfWSNE7RhEfUAq16wJWY_CQgdDM8fVBimufeKJtYTx0oNO6vauwkUJuvBWk7k19SFESKVfXMTg_nP-anYCwQAxid3vYsJT_nm8Q_eZ789rmuh3oW,
159730525,J2114-39,0.998,0.0993,0.099498998,1.283,0.0125,0.0997,2458333.67,44.92471,0.56733,5.550024848,-0.379669373,0.421561972,89.85,,,,,,0.01141,,0.12,,,https://watermark.silverchair.com/stae842.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA4swggOHBgkqhkiG9w0BBwagggN4MIIDdAIBADCCA20GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMjHBZpA8uO-oH6ygDAgEQgIIDPh8VwDW5tTFdb1GExzRDDpQPRmaHY4dUWyuNPfC6vF85InYAT8-z-xF_qZdRf0-Ck817hd5Y5r_y1zwbM0o1wvhtBqfFxWpi16jrZV8KtPOIqn3_hBaf7-zovbUEN66FhjHD_hQu5Na9ZdKKA-2gGNro0tMfTb3ATbaHiZe9JGFkLADIOtaH-OQniPsIERUiTq7CMpaEEWDBVpUD_lPtLQ_0vN4pznck7cekodcIYjtgRRaHBn4kdp7rvW58z1Am2sRQZb8GDHk9waskaNeg4z6ysfRllu6eWnbyqfNKYfIGaZ9I_TSL86g-clcIRDs65j30Le2na9qr3kW_U0uyG59yRY_SR2J7hWtZ2n-Kxqia1kQ7ZdTeUTaJWoXOVztRcZFV25G0VHGWiuo_WxXKiP-Y7B5XbEA7x3oYyZb5RABhbMp_ZcSS7fqXDWP0GGNON5uvUV4a2YUsAezpL5flXLLP88GRHV33k3ME-do1M-W8Ym4Rk6XxAWTd0u8kLScBG-2xaWFPTeXphv-LW84sYjxrFOkPIG65yeDb0qFaiLbdaZTXsM0XOW0H3-NZWH9M7VtChTB5y_u5I-Cequ0JgMi3g6dgWrDvnIKej1Ql0TftO_BpJEcMM4V-rI9RpRHv7Ed-0fSLyAfUwKvxFoRfiBZywoZW-MnJxdPo6iS4SsutAecoVn4DEJuRPIB5LbWL_RYRr5T5UlP60enqY2LDH7YGUjrE9HCkSIzNtRhIKUsRpQKKZ7ePxiel-_WrBKEBJgczi1b7aCPiYk921CnOT2c40q7aGdIkco-6PhEvi7mL-2bvvoyFrZZgRdPZEgcSAsPyyLagT1yIjZ6ulEmsrOPjAxhq7TW6vLL2-qNYdjaIsXSC6kpLqtQoKJBYUOl1TOswQ3OInR3E91Ym1tF9JxzykXd1XAtBU-IQTFTldB599rVV5bwQWlPeCqz0FD_QrGWxCzFm9qC65MQEfancbt7oy87S5SnYmeig2V4ir7AT9l6TryfSXQ-ikcBktfTFOVnMqHbe9tL0pVBdSRBnaqFFO5hqOpQbOWOPgBuuntfyT5qI1DD94nvC04sQXSCNdD8mI8m6j3YDRkX1wiyx,
427317404,J0008+02,1.6,0.183,0.114375,1.54,,,1707.47,4.7222907,0.24476,-0.8918632,-0.190482786,0.153700247,,1709.053,1707.1606,0.400737718,,,,,,,,EBLM IV,
120585579,J0017-38,1.2,0.184,0.153333333,1.24,,,1790.1599,6.3401,0.015,,,,,1791.7449,1788.5748,0.500007886,,,,,,,,EBLM IV,
406352710,J0021-16,1.11,0.194,0.174774775,1.08,,,1067.82406,5.9672751,0.0016,,,,,1069.3159,1066.3322,0.500010465,,,,,,,,EBLM IV,
115693377,J0027-41,1.18,0.528,0.447457627,1.19,,,1311.199,4.9279889,0.0243,1.1397,0.022076749,0.01015417,,1311.5215,1309.0894,0.493527897,,,,,,,,EBLM IV,
38850860,J0035-69,1.17,0.198,0.169230769,1.15,,,1230.4976,8.41462,0.2465,-0.22322761,-0.05456975,0.240383844,,1232.2357,1229.3053,0.34825102,,,,,,,,EBLM IV,
328068200,J0040+01,0.81,0.102,0.125925926,0.75,,,1399.4294,7.2348,0.06959,0.09983283,0.006935832,0.0692435,,1400.9647,1397.6659,0.455962846,,,,,,,,EBLM IV,
92199729,J0042-17,1.1,0.642,0.583636364,1.06,,,772.6373,10.3475294,0.051004,-1.249656,-0.048396476,0.016099351,,777.227,772.1594,0.489740092,,,,,,,,EBLM IV,
39018208,J0048-66,1.25,0.447,0.3576,1.29,,,1313.619,6.6493,0.06876,-1.0983357,-0.061227425,0.031291213,,1316.3741,1313.1821,0.480050532,,,,,,,,EBLM IV,
268529943,J0057-19,1.09,0.136,0.124770642,1.04,,,631.202,4.3005,0.0062,,,,,632.2772,630.1269,0.500011627,,,,,,,,EBLM IV,
52079677,J0109-67,1.17,0.689,0.588888889,1.16,,,1015.478,9.029996,0.01629,0.10821,0.001759303,0.01619472,,1017.5335,1013.1116,0.489690139,,,,,,,,EBLM IV,
64108432,J0239-20,1.16,0.17,0.146551724,1.12,,,459.01896,2.7786835,0.0032,,,,,459.7136,458.3243,0.499984975,,,,,,,,EBLM IV,
231275247,J0247-51,1.26,0.231,0.183333333,1.29,,,1321.1096,4.007851,0.0061,,,,,1322.1115,1320.1076,0.499993638,,,,,,,,EBLM IV,
88571421,J0315-24,1.31,0.258,0.196946565,1.33,,,687.8683,3.190524,0.0036,,,,,688.6659,687.0706,0.50001191,,,,,,,,EBLM IV,
12529950,J0326-09,1.16,0.193,0.16637931,1.13,,,1608.2352,2.400396,0.041,,,,,1608.8353,1607.6351,0.500000833,,,,,,,,EBLM IV,
374827241,J0339+03,1.33,0.242,0.181954887,1.34,,,1042.75845,3.5806689,0.0036,,,,,1043.6536,1041.8633,0.499990379,,,,,,,,EBLM IV,
38677487,J0351-07,1.29,0.242,0.187596899,1.32,,,642.827,4.080905,0.0494,1.71042,0.048919261,-0.006875021,,642.7425,644.7646,-0.495502836,,,,,,,,EBLM IV,
362043085,J0353+05,1.19,0.179,0.150420168,1.21,,,1111.61,6.8620266,0.00108,-1.8727383,-0.001031142,-0.002022557,,1108.5117,1111.9414,-0.499808613,,,,,,,,EBLM IV,
237342298,J0400-51,1.26,0.266,0.211111111,1.29,,,1592.7123,2.692078,0.019,,,,,1593.3853,1592.0393,0.499985513,,,,,,,,EBLM IV,
259470701,J0440-48,1.29,0.19,0.147286822,1.32,,,1006.1964,2.54304,0.015,,,,,1006.8321,1005.5606,0.499992135,,,,,,,,EBLM IV,
56128191,J0443-06,1.39,0.58,0.417266187,1.38,,,992.238,3.1119219,0.059,0.4782202,0.027151787,0.052381108,,992.7277,991.2755,0.466656956,,,,,,,,EBLM IV,
9433212,J0454-09,1.18,0.71,0.601694915,1.2,,,415.78686,5.0134508,0.0018,,,,,417.0402,414.5335,0.499994934,,,,,,,,EBLM IV,
13982168,J0502-38,1.26,0.307,0.243650794,1.29,,,1172.0773,3.256303,0.01,,,,,1172.8914,1171.2632,0.500014894,,,,,,,,EBLM IV,
43648757,J0504-09,1.48,0.268,0.181081081,1.44,,,1422.2567,2.6989669,0.0098,,,,,1422.9315,1421.582,0.500006132,,,,,,,,EBLM IV,
167671107,J0518-39,1.47,0.22,0.149659864,1.43,,,579.97039,3.6497977,0.0032,,,,,580.8828,579.0579,0.500000315,,,,,,,,EBLM IV,
24522770,J0520-06,1.18,0.5,0.423728814,1.2,,,796.4118,2.131514,0.047,,,,,796.9447,795.8789,0.500020174,,,,,,,,EBLM IV,
264537668,J0526+04,1.17,0.193,0.164957265,1.14,,,1327.63931,4.0310137,0.0048,,,,,1328.6471,1326.6316,0.499998301,,,,,,,,EBLM IV,
46627823,J0540-17,1.2,0.171,0.1425,1.24,,,1851.0,6.004884,0.00029,-2.86234,-7.99e-05,-0.000278766,,1852.1875,1849.1862,0.499809822,,,,,,,,EBLM IV,
350480660,J0543-57,1.23,0.16,0.130081301,1.27,,,903.33248,4.4638343,0.0018,,,,,904.4484,902.2165,0.499996158,,,,,,,,EBLM IV,
93334206,J0546-18,1.21,0.231,0.190909091,1.25,,,612.0106,3.19191,0.015,,,,,612.8086,611.2126,0.500014098,,,,,,,,EBLM IV,
219201178,J0610-52,1.47,0.6,0.408163265,1.43,,,652.98202,2.4169923,0.0036,,,,,653.5863,652.3778,0.500001593,,,,,,,,EBLM IV,
231972938,J0621-46,1.19,0.221,0.185714286,1.23,,,701.2661,1.55083,0.049,,,,,701.6539,700.8784,0.500054809,,,,,,,,EBLM IV,
232030067,J0625-43,1.16,0.291,0.250862069,1.13,,,705.5561,3.968989,0.0075,,,,,706.5484,704.5639,0.500001386,,,,,,,,EBLM IV,
260536927,J0627-59,1.16,0.389,0.335344828,1.13,,,2039.5308,5.72958,0.0045,,,,,2040.9632,2038.0984,0.500001745,,,,,,,,EBLM IV,
167208380,J0629-67,1.45,0.432,0.297931035,1.42,,,1136.45,18.2903,0.116,2.44346,0.074563447,-0.088861084,,1134.3974,1142.5091,0.443497373,,,,,,,,EBLM IV,
167526485,J0642-60,1.66,0.282,0.169879518,1.62,,,1103.0059,5.011537,0.0055,,,,,1104.2588,1101.753,0.500006286,,,,,,,,EBLM IV,
167554898,J0645-61,1.45,0.138,0.095172414,1.42,,,896.1007,4.453665,0.204,0.3837979,0.076386731,0.189158841,,896.69,894.9977,0.379979186,,,,,,,,EBLM IV,
172742334,J0645-26,1.25,0.389,0.3112,1.29,,,669.406,7.564792,0.07786,2.08619205,0.067745811,-0.038375575,,668.8738,672.471,0.475518692,,,,,,,,EBLM IV,
53059882,J0650-34,1.74,0.308,0.177011494,1.64,,,1099.391,8.9577,0.12,,,,,1101.6304,1097.1516,0.499994418,,,,,,,,EBLM IV,
167812449,J0659-61,1.16,0.457,0.393965517,1.14,,,1711.52,4.235638,0.00364,-2.93215,-0.00075681,-0.003560455,,1710.3217,1712.4299,0.497729032,,,,,,,,EBLM IV,
96799506,J0700-30,1.33,0.48,0.360902256,1.34,,,1974.3493,6.545624,0.0034,,,,,1975.9857,1972.7129,0.499998167,,,,,,,,EBLM IV,
343963409,J0709-52,1.11,0.361,0.325225225,1.08,,,1689.0658,9.10801,0.3404,-0.77387899,-0.237910585,0.243455773,,1691.6174,1688.5013,0.342127424,,,,,,,,EBLM IV,
452845139,J0801+02,1.47,0.202,0.137414966,1.43,,,1711.6792,3.348823,0.0089,,,,,1712.5164,1710.842,0.499996566,,,,,,,,EBLM IV,
265279725,J0851+05,1.22,0.16,0.131147541,1.26,,,929.9936,2.553695,0.048,,,,,930.632,929.3551,0.500020558,,,,,,,,EBLM IV,
265353588,J0855+04,1.52,0.185,0.121710526,1.46,,,843.48,2.2269646,0.0645,-2.87979,-0.016694032,-0.062302161,,842.875,843.9002,0.460357565,,,,,,,,EBLM IV,
96106862,J0948-08,1.41,0.675,0.478723404,1.4,,,872.2636,5.3798003,0.04918,0.07696902,0.0037816,0.049034395,,873.4589,870.9369,0.468790635,,,,,,,,EBLM IV,
45599777,J0955-39,1.23,0.226,0.183739837,1.27,,,458.3077,5.313599,0.0042,,,,,459.6361,456.9793,0.500000094,,,,,,,,EBLM IV,
72605231,J1007-40,1.52,0.377,0.248026316,1.46,,,599.73222,3.9360378,0.0016,,,,,600.7162,598.7482,0.499995198,,,,,,,,EBLM IV,
277712294,J1013+01,0.96,0.168,0.175,0.9,,,729.4973,2.8922811,0.0089,,,,,730.2204,728.7743,0.49998598,,,,,,,,EBLM IV,
26273760,J1014-07,1.3,0.241,0.185384615,1.32,,,822.2464,4.5574702,0.20558,-0.780511239,-0.144654882,0.146075671,,823.7153,821.8634,0.406343853,,,,,,,,EBLM IV,
102978235,J1023-43,1.58,0.85,0.537974684,1.51,,,716.1783,3.684071,0.015,,,,,717.0993,715.2572,0.500017508,,,,,,,,EBLM IV,
193271278,J1034-29,1.44,0.151,0.104861111,1.42,,,841.4629,2.1742624,0.007,,,,,842.0065,840.9194,0.49998565,,,,,,,,EBLM IV,
294191640,J1037-45,1.3,0.279,0.214615385,1.32,,,700.9886,1.593894,0.089,,,,,701.3871,700.5902,0.499970513,,,,,,,,EBLM IV,
178723395,J1104-43,1.43,0.4,0.27972028,1.41,,,744.14989,1.7615796,0.0063,,,,,744.5903,743.7095,0.50000579,,,,,,,,EBLM IV,
270462117,J1105-13,1.33,0.149,0.112030075,1.34,,,578.2029,3.934256,0.0096,,,,,579.1865,577.2194,0.499992883,,,,,,,,EBLM IV,
23555025,J1116-32,1.17,0.59,0.504273504,1.15,,,545.7989,4.7456177,0.0011,,,,,546.9853,544.6125,0.499998135,,,,,,,,EBLM IV,
102169275,J1301-37,1.31,0.261,0.199236641,1.33,,,1083.297,6.549848,0.3147,2.4713862,0.195475212,-0.246628327,,1082.8007,1085.0376,0.341519376,,,,,,,,EBLM IV,
6121688,J1420-07,1.5,0.225,0.15,1.45,,,749.7115,2.7038926,0.1263,3.09324703,0.006103674,-0.126152428,,749.1641,750.2994,0.419876145,,,,,,,,EBLM IV,
127955334,J1433-43,1.34,0.395,0.294776119,1.35,,,1470.70746,3.082484,0.0033,,,,,1471.4781,1469.9368,0.500018816,,,,,,,,EBLM IV,
75490265,J1500-33,1.23,0.344,0.279674797,1.27,,,583.549,3.7381773,0.0452,-0.0139626,-0.000631089,0.045195594,,584.4377,582.6763,0.471192204,,,,,,,,EBLM IV,
409934687,J2011-71,1.41,0.285,0.20212766,1.4,,,1781.785,5.8727,0.03099,-1.85790299,-0.029721493,-0.008775702,,1779.1339,1782.0374,0.494406321,,,,,,,,EBLM IV,
369984032,J2025-45,0.96,0.218,0.227083333,0.9,,,1255.0087,6.1919863,0.12642,-1.3590879,-0.123597465,0.026564696,,1257.8296,1254.8425,0.482413858,,,,,,,,EBLM IV,
369456296,J2046-40,1.08,0.193,0.178703704,1.0,,,1276.0866,37.01426,0.47316,2.718716829,0.1941776,-0.431480527,,1273.6148,1282.1019,0.22929271,,,,,,,,EBLM IV,
126763885,J2104-46,0.99,0.328,0.331313131,0.92,,,400.062,4.3573411,0.00771,1.312488,0.007454209,0.001969484,,400.2385,398.0653,0.498744521,,,,,,,,EBLM IV,
115115136,J2107-39,1.2,0.253,0.210833333,1.24,,,557.604,3.9618,0.012,,,,,558.5945,556.6136,0.5,,,,,,,,EBLM IV,
219322317,J2153-55,1.04,0.316,0.303846154,0.94,,,1254.2567,8.544828,0.004,,,,,1256.3929,1252.1205,0.499998362,,,,,,,,EBLM IV,
143924219,J2210-48,1.37,0.362,0.264233577,1.37,,,1735.57409,2.8200982,0.0032,,,,,1736.2791,1734.8691,0.499982589,,,,,,,,EBLM IV,
253922296,J2232-31,1.25,0.215,0.172,1.29,,,1749.9377,3.141524,0.019,,,,,1750.7231,1749.1523,0.500012096,,,,,,,,EBLM IV,
214299966,J2236-36,1.24,0.267,0.215322581,1.28,,,587.28178,3.0671665,0.0025,,,,,588.0486,586.515,0.500005461,,,,,,,,EBLM IV,
139256217,J2308-46,1.23,0.181,0.147154472,1.27,,,712.1248,2.1992157,0.014,,,,,712.6746,711.575,0.499996431,,,,,,,,EBLM IV,
235009317,J2330-61,1.19,0.615,0.516806723,1.22,,,1306.439,7.457233,0.0027,,,,,1308.3033,1304.5747,0.499997787,,,,,,,,EBLM IV,
380825087,J2349-32,1.19,0.195,0.163865546,1.22,,,531.94656,3.5496719,0.0023,,,,,532.834,531.0591,0.500018044,,,,,,,,EBLM IV,
9727392,J2353-10,1.29,0.228,0.176744186,1.32,,,1631.0558,4.534528,0.0041,,,,,1632.1894,1629.9222,0.499985886,,,,,,,,EBLM IV,
400048097,J0113+31,0.945,0.186,,1.378,0.209,,6023.26988,14.2769001,0.3098,278.85,,,,,,,,,,,,,,,
350743714,J0555-57,1.13,0.081,,0.99,0.084,,6712.6452,7.757676,0.0894,-53.7,,,,,,,,,,,,,,,
146247270,J0218-31,1.17,0.359,,1.15,,,,8.8841033,0.00037,,,,,1128.6773,1124.2352,,,,,,,,,,
