sample_id,doi_link
S75,https://doi.org/10.57703/ce-85k8d
S77,https://doi.org/10.57703/ce-mw8vg
S81,https://doi.org/10.57703/ce-gdzew
S82,https://doi.org/10.57703/ce-27qa4
S92,https://doi.org/10.57703/ce-vttvm
S93,https://doi.org/10.57703/ce-rgq5t
T21,https://doi.org/10.57703/ce-zkp8v
T22,https://doi.org/10.57703/ce-byvsw
T25,https://doi.org/10.57703/ce-6ad59
T26,https://doi.org/10.57703/ce-5p66k
T27,https://doi.org/10.57703/ce-rzvxk
T28,https://doi.org/10.57703/ce-jm98e
