name;source;target;adjacency
ae66;LPC Airfoils;Fan Blade Platforms;2
ae67;LPC Airfoils;LPC Stator;2
ae68;LPC Airfoils;LPC Drum;2
ae69;LPC Airfoils;LPC Splitter;2
ae70;LPC Airfoils;2.5 Bleed (BOM);2
ae71;LPC Airfoils;Intermediate Case;1
ae72;LPC Airfoils;HPC Blades;1
ae73;LPC Airfoils;Variable Vanes;1
ae74;LPC Airfoils;HPC Fixed Stators / Cases;1
ae75;LPC Airfoils;Rotordynamics;2
ae76;LPC Airfoils;Engine Static Structures;1
ae77;LPC Stator;Shroudless Fan Blades;2
ae78;LPC Stator;Fan Blade Platforms;2
ae79;LPC Stator;LPC Airfoils;2
ae80;LPC Stator;LPC Drum;1
ae81;LPC Stator;LPC Splitter;2
ae82;LPC Stator;2.5 Bleed (BOM);2
ae83;LPC Stator;Intermediate Case;2
ae84;LPC Stator;HPC Blades;1
ae85;LPC Stator;Variable Vanes;1
ae86;LPC Stator;HPC Fixed Stators / Cases;1
ae87;LPC Stator;Rotordynamics;2
ae88;LPC Stator;Engine Static Structures;2
ae89;LPC Drum;Fan Hubs;1
ae90;LPC Drum;LPC Airfoils;2
ae91;LPC Drum;LPC Stator;1
ae92;LPC Drum;Mainshaft IPT;2
ae93;LPC Drum;Intershaft Seal;2
ae94;LPC Drum;Rotordynamics;2
ae95;LPC Drum;Engine Static Structures;1
ae96;LPC Splitter;Fan Exit Guide Vanes & Cases;2
ae97;LPC Splitter;Shroudless Fan Blades;1
ae98;LPC Splitter;LPC Airfoils;2
ae99;LPC Splitter;LPC Stator;2
ae100;LPC Splitter;LPC Liner;2
ae101;LPC Splitter;Rotordynamics;2
ae102;LPC Splitter;Engine Static Structures;2
ae103;LPC Liner;Fan Exit Guide Vanes & Cases;2
ae104;LPC Liner;LPC Splitter;2
ae105;LPC Liner;Intermediate Case;2
ae106;LPC Liner;Rotordynamics;2
ae107;LPC Liner;Engine Static Structures;1
ae108;2.5 Bleed (BOM);LPC Airfoils;2
ae109;2.5 Bleed (BOM);LPC Stator;2
ae110;2.5 Bleed (BOM);Intermediate Case;2
ae111;2.5 Bleed (BOM);HPC Blades;1
ae112;2.5 Bleed (BOM);Variable Vanes;1
ae113;2.5 Bleed (BOM);HPC Fixed Stators / Cases;1
ae114;2.5 Bleed (BOM);External Tubes;2
ae115;2.5 Bleed (BOM);Externals/Controls Fuel / Drain;2
ae116;2.5 Bleed (BOM);Harness;2
ae117;2.5 Bleed (BOM);Controls - Mechanical;2
ae118;2.5 Bleed (BOM);Controls - Electrical;2
ae119;2.5 Bleed (BOM);Secondary Flow;2
ae120;2.5 Bleed (BOM);Rotordynamics;2
ae121;2.5 Bleed (BOM);Engine Static Structures;2
ae122;Intermediate Case;Fan Containment Case;2
ae123;Intermediate Case;Fan Exit Guide Vanes & Cases;2
ae124;Intermediate Case;Shroudless Fan Blades;2
ae125;Intermediate Case;LPC Airfoils;1
ae126;Intermediate Case;LPC Stator;2
ae127;Intermediate Case;LPC Liner;2
ae128;Intermediate Case;2.5 Bleed (BOM);2
ae129;Intermediate Case;HPC Blades;2
ae130;Intermediate Case;HPC Inner Shrouds & Seals;2
ae131;Intermediate Case;Variable Vanes;2
ae132;Intermediate Case;HPC Fixed Stators / Cases;1
ae133;Intermediate Case;HPC Rubstrips & Spaces;1
ae134;Intermediate Case;HPC Disks & Drums;2
ae135;Intermediate Case;Mainshaft IPT;2
ae136;Intermediate Case;Gearbox;2
ae137;Intermediate Case;Mech. Comp'ts - Oil System;1
ae138;Intermediate Case;External Tubes;2
ae139;Intermediate Case;Externals/Controls Air System;2
ae140;Intermediate Case;Externals/Controls Oil System;2
ae141;Intermediate Case;Externals/Controls Fuel / Drain;2
ae142;Intermediate Case;Harness;2
ae143;Intermediate Case;Controls - Sensor;2
ae144;Intermediate Case;Controls - Mechanical;1
ae145;Intermediate Case;Controls - Electrical;1
ae146;Intermediate Case;Secondary Flow;1
ae147;Intermediate Case;Rotordynamics;2
ae148;Intermediate Case;Engine Static Structures;2
ae149;HPC Blades;LPC Airfoils;1
ae150;HPC Blades;LPC Stator;1
ae151;HPC Blades;Intermediate Case;1
ae152;HPC Blades;HPC Inner Shrouds & Seals;1
ae153;HPC Blades;Variable Vanes;1
ae154;HPC Blades;HPC Fixed Stators / Cases;1
ae155;HPC Blades;HPC Rubstrips & Spaces;2
ae156;HPC Blades;HPC Disks & Drums;2
ae157;HPC Blades;Giggle Tube & Blade Locks;2
ae158;HPC Blades;Rotordynamics;2
ae159;HPC Blades;Engine Static Structures;1
ae160;HPC Inner Shrouds & Seals;LPC Airfoils;1
ae161;HPC Inner Shrouds & Seals;LPC Stator;1
ae162;HPC Inner Shrouds & Seals;Intermediate Case;2
ae163;HPC Inner Shrouds & Seals;HPC Blades;1
ae164;HPC Inner Shrouds & Seals;Variable Vanes;2
ae165;HPC Inner Shrouds & Seals;HPC Fixed Stators / Cases;2
ae166;HPC Inner Shrouds & Seals;HPC Disks & Drums;1
ae167;HPC Inner Shrouds & Seals;Secondary Flow;1
ae168;HPC Inner Shrouds & Seals;Rotordynamics;2
ae169;HPC Inner Shrouds & Seals;Engine Static Structures;2
ae170;Variable Vanes;LPC Airfoils;1
ae171;Variable Vanes;LPC Stator;1
ae172;Variable Vanes;Intermediate Case;1
ae173;Variable Vanes;HPC Blades;1
ae174;Variable Vanes;HPC Inner Shrouds & Seals;2
ae175;Variable Vanes;HPC Fixed Stators / Cases;2
ae176;Variable Vanes;HPC Rubstrips & Spaces;1
ae177;Variable Vanes;External Tubes;2
ae178;Variable Vanes;Externals/Controls Fuel / Drain;2
ae179;Variable Vanes;Harness;2
ae180;Variable Vanes;Controls - Mechanical;2
ae181;Variable Vanes;Controls - Electrical;2
ae182;Variable Vanes;Rotordynamics;2
ae183;Variable Vanes;Engine Static Structures;2
ae184;HPC Fixed Stators / Cases;LPC Airfoils;1
ae185;HPC Fixed Stators / Cases;LPC Stator;1
ae186;HPC Fixed Stators / Cases;Intermediate Case;1
ae187;HPC Fixed Stators / Cases;HPC Blades;1
ae188;HPC Fixed Stators / Cases;HPC Inner Shrouds & Seals;2
ae189;HPC Fixed Stators / Cases;Variable Vanes;2
ae190;HPC Fixed Stators / Cases;HPC Rubstrips & Spaces;2
ae191;HPC Fixed Stators / Cases;Burner;2
ae192;HPC Fixed Stators / Cases;Diffuser;2
ae193;HPC Fixed Stators / Cases;HPT 2V;1
ae194;HPC Fixed Stators / Cases;Gearbox;2
ae195;HPC Fixed Stators / Cases;#3 Breather Valve;2
ae196;HPC Fixed Stators / Cases;External Tubes;2
ae197;HPC Fixed Stators / Cases;Externals/Controls Air System;2
ae198;HPC Fixed Stators / Cases;Externals/Controls Fuel / Drain;1
ae199;HPC Fixed Stators / Cases;Harness;1
ae200;HPC Fixed Stators / Cases;Controls - Mechanical;2
ae201;HPC Fixed Stators / Cases;Secondary Flow;1
ae202;HPC Fixed Stators / Cases;Rotordynamics;2
ae203;HPC Fixed Stators / Cases;Engine Static Structures;2
ae204;HPC Rubstrips & Spaces;LPC Airfoils;1
ae205;HPC Rubstrips & Spaces;LPC Stator;1
ae206;HPC Rubstrips & Spaces;Intermediate Case;1
ae207;HPC Rubstrips & Spaces;HPC Blades;2
ae208;HPC Rubstrips & Spaces;Variable Vanes;1
ae209;HPC Rubstrips & Spaces;HPC Fixed Stators / Cases;2
ae210;HPC Rubstrips & Spaces;Rotordynamics;2
ae211;HPC Rubstrips & Spaces;Engine Static Structures;2
ae212;HPC Disks & Drums;HPC Blades;2
ae213;HPC Disks & Drums;HPC Inner Shrouds & Seals;1
ae214;HPC Disks & Drums;Giggle Tube & Blade Locks;2
ae215;HPC Disks & Drums;HPT Blades;1
ae216;HPC Disks & Drums;HPT Rotor;2
ae217;HPC Disks & Drums;Mainshaft IPT;2
ae218;HPC Disks & Drums;Intershaft Seal;2
ae219;HPC Disks & Drums;Secondary Flow;1
ae220;HPC Disks & Drums;Rotordynamics;2
ae221;HPC Disks & Drums;Engine Static Structures;1
ae222;Giggle Tube & Blade Locks;HPC Blades;2
ae223;Giggle Tube & Blade Locks;HPC Disks & Drums;2
ae224;Giggle Tube & Blade Locks;HPT Blades;1
ae225;Giggle Tube & Blade Locks;LP Shafts;1
ae226;Giggle Tube & Blade Locks;Secondary Flow;2
ae227;Giggle Tube & Blade Locks;Rotordynamics;2
ae228;Giggle Tube & Blade Locks;Engine Static Structures;1
ae229;Burner;Diffuser;2
ae230;Burner;Tobi Duct;2
ae231;Burner;Fuel Nozzle;2
ae232;Burner;HPT 1V;1
ae233;Burner;Ignition;2
ae234;Burner;Harness;2
ae235;Burner;Rotordynamics;2
ae236;Burner;Engine Static Structures;1
ae237;Diffuser;HPC Fixed Stators / Cases;2
ae238;Diffuser;HPC Disks & Drums;2
ae239;Diffuser;Burner;2
ae240;Diffuser;Tobi Duct;2
ae241;Diffuser;Diffuser Tubes;1
ae242;Diffuser;Fuel Nozzle;2
ae243;Diffuser;HPT 1V;1
ae244;Diffuser;HPT Case/OAS;2
ae245;Diffuser;Mainshaft IPT;2
ae246;Diffuser;Gearbox;2
ae247;Diffuser;#3 Breather Valve;2
ae248;Diffuser;External Tubes;2
ae249;Diffuser;Externals/Controls Air System;2
ae250;Diffuser;Ignition;2
ae251;Diffuser;Harness;2
ae252;Diffuser;Controls - Mechanical;1
ae253;Diffuser;Secondary Flow;1
ae254;Diffuser;Rotordynamics;2
ae255;Diffuser;Engine Static Structures;2
ae256;Tobi Duct;Burner;2
ae257;Tobi Duct;Diffuser;1
ae258;Tobi Duct;HPT Blades;2
ae259;Tobi Duct;HPT 1V;1
ae260;Tobi Duct;HPT Rotor;1
ae261;Tobi Duct;Mainshaft IPT;2
ae262;Tobi Duct;Secondary Flow;2
ae263;Tobi Duct;Rotordynamics;2
ae264;Tobi Duct;Engine Static Structures;1
ae265;Diffuser Tubes;Diffuser;1
ae266;Diffuser Tubes;Mainshaft IPT;2
ae267;Diffuser Tubes;#3 Breather Valve;1
ae268;Diffuser Tubes;Mech. Comp'ts - Oil System;1
ae269;Diffuser Tubes;External Tubes;2
ae270;Diffuser Tubes;Secondary Flow;2
ae271;Diffuser Tubes;Rotordynamics;2
ae272;Diffuser Tubes;Engine Static Structures;1
ae273;Fuel Nozzle;Burner;2
ae274;Fuel Nozzle;Diffuser;1
ae275;Fuel Nozzle;HPT 1V;2
ae276;Fuel Nozzle;External Tubes;2
ae277;Fuel Nozzle;Externals/Controls Fuel / Drain;2
ae278;Fuel Nozzle;Rotordynamics;2
ae279;Fuel Nozzle;Engine Static Structures;1
ae280;HPT Blades;HPT 1V;2
ae281;HPT Blades;HPT 2V;2
ae282;HPT Blades;HPT Rotor;2
ae283;HPT Blades;Secondary Flow;2
ae284;HPT Blades;Rotordynamics;2
ae285;HPT Blades;Engine Static Structures;1
ae286;HPT 1V;HPT Blades;2
ae287;HPT 1V;HPT 2V;2
ae288;HPT 1V;HPT Rotor;1
ae289;HPT 1V;HPT Case/OAS;2
ae290;HPT 1V;Secondary Flow;2
ae291;HPT 1V;Rotordynamics;2
ae292;HPT 1V;Engine Static Structures;2
ae293;HPT 2V;HPT Blades;2
ae294;HPT 2V;HPT Rotor;1
ae295;HPT 2V;HPT Case/OAS;2
ae296;HPT 2V;LPT Case;1
ae297;HPT 2V;Secondary Flow;2
ae298;HPT 2V;Rotordynamics;2
ae299;HPT 2V;Engine Static Structures;2
ae300;HPT Rotor;HPC Disks & Drums;2
ae301;HPT Rotor;HPT Blades;2
ae302;HPT Rotor;HPT 2V;1
ae303;HPT Rotor;HPT Case/OAS;1
ae304;HPT Rotor;Mainshaft IPT;2
ae305;HPT Rotor;Secondary Flow;2
ae306;HPT Rotor;Rotordynamics;2
ae307;HPT Rotor;Engine Static Structures;1
ae308;HPT Case/OAS;HPT Blades;2
ae309;HPT Case/OAS;HPT 1V;2
ae310;HPT Case/OAS;HPT 2V;2
ae311;HPT Case/OAS;HPT Rotor;1
ae312;HPT Case/OAS;LPT Case;2
ae313;HPT Case/OAS;LPT OAS / Tducts / Insulation;1
ae314;HPT Case/OAS;External Tubes;2
ae315;HPT Case/OAS;Externals/Controls Air System;2
ae316;HPT Case/OAS;Harness;2
ae317;HPT Case/OAS;Controls - Sensor;2
ae318;HPT Case/OAS;Controls - Electrical;2
ae319;HPT Case/OAS;Secondary Flow;2
ae320;HPT Case/OAS;Rotordynamics;2
ae321;HPT Case/OAS;Engine Static Structures;2
ae322;LP Shafts;Fan Stub Shafts;2
ae323;LP Shafts;HPT Rotor;1
ae324;LP Shafts;TEC;1
ae325;LP Shafts;LPT Blades;2
ae326;LP Shafts;Mainshaft IPT;2
ae327;LP Shafts;Secondary Flow;1
ae328;LP Shafts;Rotordynamics;2
ae329;LP Shafts;Engine Static Structures;1
ae330;LPT Case;HPT 2V;1
ae331;LPT Case;HPT Case/OAS;2
ae332;LPT Case;TEC;2
ae333;LPT Case;LPT Vanes;2
ae334;LPT Case;LPT Blades;1
ae335;LPT Case;LPT OAS / Tducts / Insulation;2
ae336;LPT Case;External Tubes;2
ae337;LPT Case;Externals/Controls Air System;2
ae338;LPT Case;Harness;2
ae339;LPT Case;Controls - Electrical;2
ae340;LPT Case;Secondary Flow;2
ae341;LPT Case;Rotordynamics;2
ae342;LPT Case;Engine Static Structures;2
ae343;TEC;LPT Case;2
ae344;TEC;LPT OAS / Tducts / Insulation;1
ae345;TEC;Mainshaft IPT;2
ae346;TEC;Mech. Comp'ts - Oil System;1
ae347;TEC;External Tubes;2
ae348;TEC;Externals/Controls Air System;2
ae349;TEC;Externals/Controls Oil System;1
ae350;TEC;Harness;1
ae351;TEC;Controls - Sensor;2
ae352;TEC;Controls - Electrical;2
ae353;TEC;Secondary Flow;1
ae354;TEC;Rotordynamics;2
ae355;TEC;Engine Static Structures;2
ae356;LPT Vanes;HPT Blades;2
ae357;LPT Vanes;LPT Case;2
ae358;LPT Vanes;TEC;1
ae359;LPT Vanes;LPT Blades;1
ae360;LPT Vanes;LPT OAS / Tducts / Insulation;2
ae361;LPT Vanes;Secondary Flow;2
ae362;LPT Vanes;Rotordynamics;2
ae363;LPT Vanes;Engine Static Structures;2
ae364;LPT Blades;LP Shafts;2
ae365;LPT Blades;LPT Case;1
ae366;LPT Blades;TEC;1
ae367;LPT Blades;LPT Vanes;1
ae368;LPT Blades;Secondary Flow;2
ae369;LPT Blades;Rotordynamics;2
ae370;LPT Blades;Engine Static Structures;1
ae371;LPT OAS / Tducts / Insulation;HPT Blades;1
ae372;LPT OAS / Tducts / Insulation;HPT Rotor;1
ae373;LPT OAS / Tducts / Insulation;HPT Case/OAS;2
ae374;LPT OAS / Tducts / Insulation;LPT Case;2
ae375;LPT OAS / Tducts / Insulation;TEC;1
ae376;LPT OAS / Tducts / Insulation;LPT Vanes;1
ae377;LPT OAS / Tducts / Insulation;LPT Blades;1
ae378;LPT OAS / Tducts / Insulation;Secondary Flow;2
ae379;LPT OAS / Tducts / Insulation;Rotordynamics;1
ae380;LPT OAS / Tducts / Insulation;Engine Static Structures;2
ae381;Mainshaft IPT;Fan Stub Shafts;1
ae382;Mainshaft IPT;HPT Rotor;2
ae383;Mainshaft IPT;LP Shafts;2
ae384;Mainshaft IPT;TEC;1
ae385;Mainshaft IPT;Gearbox;1
ae386;Mainshaft IPT;#3 Breather Valve;2
ae387;Mainshaft IPT;Intershaft Seal;2
ae388;Mainshaft IPT;Mech. Comp'ts - Oil System;1
ae389;Mainshaft IPT;Secondary Flow;1
ae390;Mainshaft IPT;Rotordynamics;2
ae391;Mainshaft IPT;Engine Static Structures;1
ae392;Gearbox;Fan Stub Shafts;1
ae393;Gearbox;HPC Disks & Drums;2
ae394;Gearbox;Mainshaft IPT;1
ae395;Gearbox;Oil Pump;2
ae396;Gearbox;PMA;2
ae397;Gearbox;Mech. Comp'ts - Oil System;1
ae398;Gearbox;External Tubes;2
ae399;Gearbox;Externals/Controls Oil System;2
ae400;Gearbox;Externals/Controls Fuel / Drain;2
ae401;Gearbox;Ignition;1
ae402;Gearbox;Harness;2
ae403;Gearbox;Controls - Sensor;2
ae404;Gearbox;Controls - Mechanical;2
ae405;Gearbox;Controls - Electrical;1
ae406;Gearbox;Rotordynamics;2
ae407;Gearbox;Engine Static Structures;2
ae408;#3 Breather Valve;Mainshaft IPT;1
ae409;#3 Breather Valve;Mech. Comp'ts - Oil System;1
ae410;#3 Breather Valve;External Tubes;2
ae411;#3 Breather Valve;Externals/Controls Air System;2
ae412;#3 Breather Valve;Controls - Mechanical;2
ae413;#3 Breather Valve;Rotordynamics;1
ae414;Oil Pump;Gearbox;2
ae415;Oil Pump;#3 Breather Valve;1
ae416;Oil Pump;Mech. Comp'ts - Oil System;1
ae417;Oil Pump;External Tubes;2
ae418;Oil Pump;Externals/Controls Air System;2
ae419;Oil Pump;Externals/Controls Oil System;2
ae420;Oil Pump;Rotordynamics;1
ae421;Oil Pump;Engine Static Structures;2
ae422;Intershaft Seal;Fan Stub Shafts;1
ae423;Intershaft Seal;Mainshaft IPT;2
ae424;Intershaft Seal;Mech. Comp'ts - Oil System;1
ae425;PMA;Fan Stub Shafts;1
ae426;PMA;Gearbox;2
ae427;PMA;#3 Breather Valve;1
ae428;PMA;Mech. Comp'ts - Oil System;1
ae429;PMA;Externals/Controls Air System;2
ae430;PMA;Harness;2
ae431;PMA;Controls - Sensor;1
ae432;PMA;Controls - Electrical;2
ae433;PMA;Rotordynamics;1
ae434;PMA;Engine Static Structures;2
ae435;Mech. Comp'ts - Oil System;TEC;2
ae436;Mech. Comp'ts - Oil System;Mainshaft IPT;1
ae437;Mech. Comp'ts - Oil System;Gearbox;1
ae438;Mech. Comp'ts - Oil System;#3 Breather Valve;1
ae439;Mech. Comp'ts - Oil System;Oil Pump;1
ae440;Mech. Comp'ts - Oil System;Intershaft Seal;1
ae441;Mech. Comp'ts - Oil System;PMA;1
ae442;Mech. Comp'ts - Oil System;External Tubes;2
ae443;Mech. Comp'ts - Oil System;Externals/Controls Oil System;2
ae444;Mech. Comp'ts - Oil System;Harness;2
ae445;Mech. Comp'ts - Oil System;Controls - Sensor;2
ae446;Mech. Comp'ts - Oil System;Secondary Flow;1
ae447;External Tubes;Fan Containment Case;1
ae448;External Tubes;Fan Exit Guide Vanes & Cases;1
ae449;External Tubes;HPT Blades;2
ae450;External Tubes;HPT 2V;2
ae451;External Tubes;HPT Case/OAS;2
ae452;External Tubes;LPT Case;1
ae453;External Tubes;TEC;2
ae454;External Tubes;Mainshaft IPT;1
ae455;External Tubes;Gearbox;2
ae456;External Tubes;#3 Breather Valve;2
ae457;External Tubes;Oil Pump;2
ae458;External Tubes;Mech. Comp'ts - Oil System;2
ae459;External Tubes;2.5 Bleed Butterfly;2
ae460;External Tubes;Externals/Controls Air System;2
ae461;External Tubes;Externals/Controls Oil System;1
ae462;External Tubes;Externals/Controls Fuel / Drain;2
ae463;External Tubes;Controls - Sensor;2
ae464;External Tubes;Secondary Flow;2
ae465;External Tubes;Rotordynamics;1
ae466;External Tubes;Engine Static Structures;2
ae467;2.5 Bleed Butterfly;Fan Exit Guide Vanes & Cases;2
ae468;2.5 Bleed Butterfly;Externals/Controls Fuel / Drain;1
ae469;2.5 Bleed Butterfly;Harness;2
ae470;2.5 Bleed Butterfly;Controls - Electrical;2
ae471;2.5 Bleed Butterfly;Secondary Flow;2
ae472;Externals/Controls Air System;Fan Containment Case;1
ae473;Externals/Controls Air System;Fan Exit Guide Vanes & Cases;1
ae474;Externals/Controls Air System;2.5 Bleed (BOM);1
ae475;Externals/Controls Air System;HPC Fixed Stators / Cases;1
ae476;Externals/Controls Air System;Diffuser;2
ae477;Externals/Controls Air System;Diffuser Tubes;2
ae478;Externals/Controls Air System;HPT Blades;2
ae479;Externals/Controls Air System;HPT 2V;2
ae480;Externals/Controls Air System;HPT Rotor;2
ae481;Externals/Controls Air System;HPT Case/OAS;2
ae482;Externals/Controls Air System;LPT Case;1
ae483;Externals/Controls Air System;TEC;2
ae484;Externals/Controls Air System;Mainshaft IPT;1
ae485;Externals/Controls Air System;Gearbox;1
ae486;Externals/Controls Air System;Mech. Comp'ts - Oil System;1
ae487;Externals/Controls Air System;External Tubes;2
ae488;Externals/Controls Air System;Ignition;2
ae489;Externals/Controls Air System;Harness;2
ae490;Externals/Controls Air System;Controls - Sensor;2
ae491;Externals/Controls Air System;Controls - Mechanical;2
ae492;Externals/Controls Air System;Controls - Electrical;2
ae493;Externals/Controls Air System;Secondary Flow;2
ae494;Externals/Controls Air System;Rotordynamics;1
ae495;Externals/Controls Oil System;Fan Exit Guide Vanes & Cases;1
ae496;Externals/Controls Oil System;HPC Fixed Stators / Cases;1
ae497;Externals/Controls Oil System;Diffuser;1
ae498;Externals/Controls Oil System;Diffuser Tubes;2
ae499;Externals/Controls Oil System;TEC;1
ae500;Externals/Controls Oil System;Mainshaft IPT;1
ae501;Externals/Controls Oil System;Gearbox;1
ae502;Externals/Controls Oil System;#3 Breather Valve;2
ae503;Externals/Controls Oil System;Mech. Comp'ts - Oil System;2
ae504;Externals/Controls Oil System;External Tubes;2
ae505;Externals/Controls Oil System;Externals/Controls Air System;1
ae506;Externals/Controls Oil System;Controls - Mechanical;2
ae507;Externals/Controls Oil System;Controls - Electrical;2
ae508;Externals/Controls Oil System;Rotordynamics;1
ae509;Externals/Controls Fuel / Drain;2.5 Bleed (BOM);2
ae510;Externals/Controls Fuel / Drain;HPC Fixed Stators / Cases;1
ae511;Externals/Controls Fuel / Drain;Burner;2
ae512;Externals/Controls Fuel / Drain;Diffuser;2
ae513;Externals/Controls Fuel / Drain;Fuel Nozzle;2
ae514;Externals/Controls Fuel / Drain;Mech. Comp'ts - Oil System;1
ae515;Externals/Controls Fuel / Drain;External Tubes;2
ae516;Externals/Controls Fuel / Drain;2.5 Bleed Butterfly;2
ae517;Externals/Controls Fuel / Drain;Externals/Controls Air System;1
ae518;Externals/Controls Fuel / Drain;Harness;2
ae519;Externals/Controls Fuel / Drain;Controls - Mechanical;2
ae520;Externals/Controls Fuel / Drain;Controls - Electrical;2
ae521;Externals/Controls Fuel / Drain;Secondary Flow;1
ae522;Externals/Controls Fuel / Drain;Rotordynamics;1
ae523;Ignition;Burner;2
ae524;Ignition;Diffuser;1
ae525;Ignition;Fuel Nozzle;2
ae526;Ignition;Externals/Controls Air System;2
ae527;Ignition;Harness;2
ae528;Ignition;Controls - Electrical;2
ae529;Ignition;Secondary Flow;2
ae530;Harness;Fan Exit Guide Vanes & Cases;1
ae531;Harness;PMA;1
ae532;Harness;2.5 Bleed Butterfly;2
ae533;Harness;Ignition;2
ae534;Harness;Controls - Electrical;2
ae535;Controls - Sensor;TEC;1
ae536;Controls - Sensor;Mainshaft IPT;1
ae537;Controls - Sensor;Gearbox;1
ae538;Controls - Sensor;PMA;1
ae539;Controls - Sensor;Mech. Comp'ts - Oil System;1
ae540;Controls - Sensor;Externals/Controls Air System;2
ae541;Controls - Sensor;Externals/Controls Oil System;2
ae542;Controls - Sensor;Harness;2
ae543;Controls - Sensor;Controls - Electrical;2
ae544;Controls - Sensor;Engine Static Structures;2
ae545;Controls - Mechanical;2.5 Bleed (BOM);2
ae546;Controls - Mechanical;Variable Vanes;1
ae547;Controls - Mechanical;External Tubes;2
ae548;Controls - Mechanical;2.5 Bleed Butterfly;2
ae549;Controls - Mechanical;Externals/Controls Air System;2
ae550;Controls - Mechanical;Externals/Controls Oil System;2
ae551;Controls - Mechanical;Externals/Controls Fuel / Drain;2
ae552;Controls - Mechanical;Ignition;1
ae553;Controls - Mechanical;Harness;2
ae554;Controls - Mechanical;Controls - Electrical;2
ae555;Controls - Electrical;2.5 Bleed (BOM);2
ae556;Controls - Electrical;Burner;1
ae557;Controls - Electrical;Diffuser;1
ae558;Controls - Electrical;Tobi Duct;1
ae559;Controls - Electrical;Fuel Nozzle;1
ae560;Controls - Electrical;PMA;2
ae561;Controls - Electrical;External Tubes;2
ae562;Controls - Electrical;2.5 Bleed Butterfly;2
ae563;Controls - Electrical;Externals/Controls Air System;2
ae564;Controls - Electrical;Externals/Controls Oil System;2
