source;target;kind
21E-001-01: Grote Kolksluis (1942, 2057);CEMT III;has_aspect
21E-001-01: Grote Kolksluis (1942, 2057);Kolkbreedte groter dan 20m;has_aspect
21E-002-01: Meppelerdiepsluis (1955, Onbekend);Roldeur;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Hoogwater keren;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Tweezijdig kerend;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Dubbel kerend;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Vierkantkerende puntdeuren;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Omloopriolen;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);CEMT Vb;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Vloeddeuren;has_aspect
20D-001-01: Houtribsluizen (1972, 2072);Kolkbreedte tussen 10m en 20m;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Hoogwater keren;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Tweezijdig kerend;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Dubbel kerend;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Vierkantkerende puntdeuren;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Omloopriolen;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Elektromechanisch bewegingswerk puntdeur;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);CEMT II;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Vloeddeuren;has_aspect
21C-001-01: Roggebotsluis (1955, 2064);Kolkbreedte kleiner dan 10m;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Hoogwater keren;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Eenzijdig kerend;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Enkel kerend;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Vierkantkerende puntdeuren;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Deurschuiven;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Elektromechanisch bewegingswerk deurschuiven;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Elektromechanisch bewegingswerk puntdeur;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);CEMT IV;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Middenhoofd;has_aspect
15F-001-01: Prinses Margrietsluis (MWW) (1950, 2059);Kolkbreedte tussen 10m en 20m;has_aspect
25A-001-01: Noordersluis (1923, 2051);Hoogwater keren;has_aspect
25A-001-01: Noordersluis (1923, 2051);Spuimogelijkheid door kolk;has_aspect
25A-001-01: Noordersluis (1923, 2051);Scheiden zout-zout water;has_aspect
25A-001-01: Noordersluis (1923, 2051);Tweezijdig kerend;has_aspect
25A-001-01: Noordersluis (1923, 2051);Enkel kerend;has_aspect
25A-001-01: Noordersluis (1923, 2051);Roldeur;has_aspect
25A-001-01: Noordersluis (1923, 2051);Omloopriolen;has_aspect
25A-001-01: Noordersluis (1923, 2051);Elektrohydraulisch bewegingswerk roldeur;has_aspect
25A-001-01: Noordersluis (1923, 2051);Kolkbreedte groter dan 20m;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Hoogwater keren;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Tweezijdig kerend;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Dubbel kerend;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Puntdeur;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Deurschuiven;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);CEMT III;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Vloeddeuren;has_aspect
25E-001-01: Noordersluis (MWW) (1870, 2059);Kolkbreedte tussen 10m en 20m;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Hoogwater keren;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Tweezijdig kerend;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Dubbel kerend;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Puntdeur;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Deurschuiven;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);CEMT IV;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Vloeddeuren;has_aspect
25E-001-02: Middensluis (MWW) (1870, 2059);Kolkbreedte tussen 10m en 20m;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Hoogwater keren;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Tweezijdig kerend;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Dubbel kerend;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Puntdeur;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Deurschuiven;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);CEMT III;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Vloeddeuren;has_aspect
25E-001-03: Zuidersluis (MWW) (1870, 2059);Kolkbreedte tussen 10m en 20m;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Hoogwater keren;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Tweezijdig kerend;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Enkel kerend;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Roldeur;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Deurschuiven;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Elektromechanisch bewegingswerk deurschuiven;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Elektromechanisch bewegingswerk roldeur;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);CEMT VIa en VIb;has_aspect
25E-001-07: Prins Willem Alexander sluis (MWW) (1991, 2100);Kolkbreedte groter dan 20m;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Hoogwater keren;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Scheiden zout-zout water;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Eenzijdig kerend;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Enkel kerend;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Puntdeur;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Deurschuiven;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
25A-001-03: Zuidersluis (1876, 2051);CEMT Va;has_aspect
25A-001-03: Zuidersluis (1876, 2051);Kolkbreedte tussen 10m en 20m;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Hoogwater keren;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Eenzijdig kerend;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Enkel kerend;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Puntdeur;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Deurschuiven;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Elektromechanisch bewegingswerk deurschuiven;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Elektromechanisch bewegingswerk puntdeur;has_aspect
21G-350-01: Spooldersluis (1961, 2070);CEMT Va;has_aspect
21G-350-01: Spooldersluis (1961, 2070);Kolkbreedte tussen 10m en 20m;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Hoogwater keren;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Scheiden zout-zout water;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Eenzijdig kerend;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Enkel kerend;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Puntdeur;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Deurschuiven;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);CEMT IV;has_aspect
25A-001-04: Kleine Sluis (1876, 2051);Kolkbreedte tussen 10m en 20m;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Hoogwater keren;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Scheiden zout-zout water;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Tweezijdig kerend;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Enkel kerend;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Vierkantkerende puntdeuren;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Omloopriolen;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Elektromechanisch bewegingswerk puntdeur;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Vloeddeuren;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Middenhoofd;has_aspect
25A-001-02: Middensluis (MWW) (1891, 2047);Kolkbreedte groter dan 20m;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Tweezijdig kerend;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Enkel kerend;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Vierkantkerende puntdeuren;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Deurschuiven;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);CEMT Va;has_aspect
31H-007-01: Noordersluis Kleine westelijke sluis (MWW) (1937, 2046);Kolkbreedte kleiner dan 10m;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Eenzijdig kerend;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Enkel kerend;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Puntdeur;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Deurschuiven;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);CEMT Va;has_aspect
31H-007-02: Noordersluis Grote oostelijke sluis (MWW) (1937, 2046);Kolkbreedte tussen 10m en 20m;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Hoogwater keren;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Eenzijdig kerend;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Enkel kerend;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Hefdeur;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Deurschuiven;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Elektromechanisch bewegingswerk deurschuiven;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Elektromechanisch bewegingswerk hefdeur;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);CEMT Va (beperkt);has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Kolkbreedte tussen 10m en 20m;has_aspect
33F-001-01: Sluis Eefde (1933, 2051);Verval tussen 6m en 9m;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Eenzijdig kerend;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Enkel kerend;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Hefdeur;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Via deur;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Elektromechanisch bewegingswerk hefdeur;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);CEMT Va (beperkt);has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Kolkbreedte tussen 10m en 20m;has_aspect
34E-001-01: Sluis Delden (MWW) (1933, 2042);Verval tussen 6m en 9m;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Eenzijdig kerend;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Enkel kerend;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Hefdeur;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Deurschuiven;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Elektromechanisch bewegingswerk hefdeur;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);CEMT Va (beperkt);has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Kolkbreedte tussen 10m en 20m;has_aspect
34F-001-01: Sluis Hengelo (MWW) (1935, 2044);Verval meer dan 9m;has_aspect
58C-002-03: Sluis Maasbracht west (1962, 2071);Eenzijdig kerend;has_aspect
58C-002-03: Sluis Maasbracht west (1962, 2071);Enkel kerend;has_aspect
