date,inflow
2024-04-07,169.4
2024-04-08,143.1
2024-04-09,118.3
2024-04-10,255.1
2024-04-11,298.4
2024-04-12,259.5
2024-04-13,213.4
2024-04-14,163.8
2024-04-15,170.2
2024-04-16,208.3
2024-04-17,373.9
2024-04-18,326.6
2024-04-19,228.3
2024-04-20,179.6
2024-04-21,158.4
2024-04-22,154.6
2024-04-23,196.1
2024-04-24,303.3
2024-04-25,244.2
2024-04-26,205.4
2024-04-27,185.0
2024-04-28,187.2
2024-04-29,148.4
2024-04-30,193.2
2024-05-01,162.6
2024-05-02,258.7
2024-05-03,439.7
2024-05-04,384.8
2024-05-05,224.9
2024-05-06,166.4
2024-05-07,180.3
2024-05-08,155.6
2024-05-09,119.5
2024-05-10,219.8
2024-05-11,323.6
2024-05-12,264.1
2024-05-13,203.6
2024-05-14,166.7
2024-05-15,156.7
2024-05-16,218.2
2024-05-17,394.1
2024-05-18,331.2
2024-05-19,207.2
2024-05-20,170.0
2024-05-21,171.6
2024-05-22,131.2
2024-05-23,193.7
2024-05-24,279.8
2024-05-25,255.5
2024-05-26,203.0
2024-05-27,171.5
2024-05-28,192.2
2024-05-29,168.8
2024-05-30,212.6
2024-05-31,144.2
2024-06-01,151.5
2024-06-02,253.7
2024-06-03,194.5
2024-06-04,136.9
2024-06-05,92.7
2024-06-06,98.9
2024-06-07,83.8
2024-06-08,75.8
2024-06-09,117.2
2024-06-10,187.0
2024-06-11,134.3
2024-06-12,100.3
2024-06-13,86.9
2024-06-14,90.0
2024-06-15,116.6
2024-06-16,211.1
2024-06-17,173.0
2024-06-18,126.7
2024-06-19,89.5
2024-06-20,85.9
2024-06-21,74.9
2024-06-22,101.1
2024-06-23,162.4
2024-06-24,116.3
2024-06-25,104.2
2024-06-26,87.5
2024-06-27,92.5
2024-06-28,76.8
2024-06-29,98.8
2024-06-30,78.9
2024-07-01,127.0
2024-07-02,265.6
2024-07-03,186.6
2024-07-04,119.3
2024-07-05,89.6
2024-07-06,83.4
2024-07-07,84.6
2024-07-08,70.3
2024-07-09,119.4
2024-07-10,177.1
2024-07-11,134.5
2024-07-12,108.6
2024-07-13,92.6
2024-07-14,90.9
2024-07-15,109.4
2024-07-16,198.7
2024-07-17,165.9
2024-07-18,108.3
2024-07-19,105.4
2024-07-20,90.7
2024-07-21,71.4
2024-07-22,96.4
2024-07-23,153.6
2024-07-24,119.5
2024-07-25,109.9
2024-07-26,96.4
2024-07-27,93.3
2024-07-28,81.9
2024-07-29,106.9
2024-07-30,82.0
2024-07-31,141.9
2024-08-01,228.6
2024-08-02,188.0
2024-08-03,126.0
2024-08-04,97.0
2024-08-05,99.5
2024-08-06,71.3
2024-08-07,67.4
2024-08-08,126.1
2024-08-09,173.3
2024-08-10,146.7
2024-08-11,96.7
2024-08-12,97.4
2024-08-13,77.8
2024-08-14,121.4
2024-08-15,195.2
2024-08-16,180.6
2024-08-17,125.7
2024-08-18,89.5
2024-08-19,80.0
2024-08-20,82.4
2024-08-21,102.2
2024-08-22,166.3
2024-08-23,113.9
2024-08-24,102.1
2024-08-25,99.2
2024-08-26,100.5
2024-08-27,87.8
2024-08-28,102.3
2024-08-29,83.9
2024-08-30,152.5
2024-08-31,258.8
2024-09-01,274.8
2024-09-02,147.9
2024-09-03,115.6
2024-09-04,116.6
2024-09-05,102.4
2024-09-06,86.5
2024-09-07,168.7
2024-09-08,226.3
2024-09-09,177.9
2024-09-10,142.8
2024-09-11,127.3
2024-09-12,103.9
2024-09-13,153.8
2024-09-14,261.0
2024-09-15,196.6
2024-09-16,151.7
2024-09-17,127.6
2024-09-18,111.2
2024-09-19,90.2
2024-09-20,122.0
2024-09-21,216.3
2024-09-22,153.4
2024-09-23,144.7
2024-09-24,107.3
2024-09-25,128.0
2024-09-26,112.6
2024-09-27,132.5
2024-09-28,111.3
2024-09-29,183.3
2024-09-30,328.3
2024-10-01,232.4
2024-10-02,152.1
2024-10-03,125.8
2024-10-04,127.0
2024-10-05,92.7
2024-10-06,98.6
2024-10-07,168.4
2024-10-08,206.3
2024-10-09,183.5
2024-10-10,146.6
2024-10-11,106.3
2024-10-12,99.2
2024-10-13,136.7
2024-10-14,295.4
2024-10-15,221.0
2024-10-16,167.2
2024-10-17,130.3
2024-10-18,101.2
2024-10-19,90.0
2024-10-20,147.7
2024-10-21,210.1
2024-10-22,177.2
2024-10-23,127.5
2024-10-24,122.7
2024-10-25,119.1
2024-10-26,97.4
2024-10-27,132.4
2024-10-28,117.6
2024-10-29,165.9
2024-10-30,296.9
2024-10-31,251.2
2024-11-01,166.9
2024-11-02,138.2
2024-11-03,110.7
2024-11-04,91.0
2024-11-05,82.0
2024-11-06,145.8
2024-11-07,240.5
2024-11-08,197.5
2024-11-09,138.1
2024-11-10,109.9
2024-11-11,108.7
2024-11-12,135.4
2024-11-13,290.9
2024-11-14,234.2
2024-11-15,149.8
2024-11-16,117.7
2024-11-17,97.3
2024-11-18,104.9
2024-11-19,144.0
2024-11-20,204.3
2024-11-21,149.5
2024-11-22,148.3
2024-11-23,115.3
2024-11-24,133.2
2024-11-25,115.7
2024-11-26,144.6
2024-11-27,105.9
2024-11-28,182.2
2024-11-29,324.4
2024-11-30,247.6
2024-12-01,206.2
2024-12-02,162.8
2024-12-03,155.3
2024-12-04,129.7
2024-12-05,108.1
2024-12-06,211.2
2024-12-07,286.1
2024-12-08,203.7
2024-12-09,171.9
2024-12-10,130.2
2024-12-11,132.0
2024-12-12,189.8
2024-12-13,311.6
2024-12-14,237.7
2024-12-15,197.1
2024-12-16,157.0
2024-12-17,120.9
2024-12-18,113.6
2024-12-19,174.1
2024-12-20,250.0
2024-12-21,216.1
2024-12-22,176.3
2024-12-23,154.6
2024-12-24,156.6
2024-12-25,138.7
2024-12-26,176.2
2024-12-27,143.1
2024-12-28,208.8
2024-12-29,415.1
2024-12-30,324.3
