id,GlobalDockQ,Rank
1DDV_A_1DDV_B,0.63,004
1DDV_A_1DDV_B,0.44,005
1DML_AG_1DML_B,0.29,001
1DML_AG_1DML_B,0.27,002
1DML_AG_1DML_B,0.3,003
1DML_AG_1DML_B,0.24,004
1DML_AG_1DML_B,0.27,005
1EBP_AB_1EBP_C,0.04,001
1EBP_AB_1EBP_C,0.05,002
1EBP_AB_1EBP_C,0.06,003
1EBP_AB_1EBP_C,0.06,004
1EBP_AB_1EBP_C,0.04,005
1EG4_authA_1EG4_authP,0.69,001
1EG4_authA_1EG4_authP,0.73,002
1EG4_authA_1EG4_authP,0.74,003
1EG4_authA_1EG4_authP,0.64,004
1EG4_authA_1EG4_authP,0.58,005
1F47_authB_1F47_authA,0.84,001
1F47_authB_1F47_authA,0.89,002
1F47_authB_1F47_authA,0.84,003
1F47_authB_1F47_authA,0.81,004
1F47_authB_1F47_authA,0.46,005
1FO0_authAauthBauthH_1FO0_authP,0.6,001
1FO0_authAauthBauthH_1FO0_authP,0.62,002
1FO0_authAauthBauthH_1FO0_authP,0.65,003
1FO0_authAauthBauthH_1FO0_authP,0.54,004
1FO0_authAauthBauthH_1FO0_authP,0.6,005
1FYN_A_1FYN_B,0.88,001
1FYN_A_1FYN_B,0.89,002
1FYN_A_1FYN_B,0.86,003
1FYN_A_1FYN_B,0.87,004
1FYN_A_1FYN_B,0.85,005
1G0Y_authR_1G0Y_authI,0.2,001
1G0Y_authR_1G0Y_authI,0.2,002
1G0Y_authR_1G0Y_authI,0.28,003
1G0Y_authR_1G0Y_authI,0.23,004
1G0Y_authR_1G0Y_authI,0.26,005
1GFF_auth1_1GFF_auth3,0.02,001
1GFF_auth1_1GFF_auth3,0.02,002
1GFF_auth1_1GFF_auth3,0.02,003
1GFF_auth1_1GFF_auth3,0.02,004
1GFF_auth1_1GFF_auth3,0.02,005
1GUX_B_1GUX_authE,0.13,001
1GUX_B_1GUX_authE,0.14,002
1GUX_B_1GUX_authE,0.16,003
1GUX_B_1GUX_authE,0.17,004
1GUX_B_1GUX_authE,0.2,005
1GYB_AB_1GYB_E,0.31,001
1GYB_AB_1GYB_E,0.31,002
1GYB_AB_1GYB_E,0.31,003
1GYB_AB_1GYB_E,0.3,004
1GYB_AB_1GYB_E,0.31,005
1HIA_AB_1HIA_authI,0.9,001
1HIA_AB_1HIA_authI,0.9,002
1HIA_AB_1HIA_authI,0.9,003
1HIA_AB_1HIA_authI,0.9,004
1HIA_AB_1HIA_authI,0.9,005
1HTM_B_1HTM_A,0.63,001
1HTM_B_1HTM_A,0.56,002
1HTM_B_1HTM_A,0.33,003
1HTM_B_1HTM_A,0.35,004
1HTM_B_1HTM_A,0.34,005
1HTR_B_1HTR_authP,0.6,001
1HTR_B_1HTR_authP,0.61,002
1HTR_B_1HTR_authP,0.62,003
1HTR_B_1HTR_authP,0.61,004
1HTR_B_1HTR_authP,0.62,005
1HUC_B_1HUC_A,0.92,001
1HUC_B_1HUC_A,0.91,002
1HUC_B_1HUC_A,0.92,003
1HUC_B_1HUC_A,0.92,004
1HUC_B_1HUC_A,0.91,005
1HY2_AD_1HY2_E,0.14,001
1HY2_AD_1HY2_E,0.12,002
1HY2_AD_1HY2_E,0.12,003
1HY2_AD_1HY2_E,0.09,004
1HY2_AD_1HY2_E,0.13,005
1I31_A_1I31_authP,0.9,001
1I31_A_1I31_authP,0.86,002
1I31_A_1I31_authP,0.65,003
1I31_A_1I31_authP,0.65,004
1I31_A_1I31_authP,0.65,005
1I8I_AB_1I8I_C,0.59,001
1I8I_AB_1I8I_C,0.57,002
1I8I_AB_1I8I_C,0.49,003
1I8I_AB_1I8I_C,0.48,004
1I8I_AB_1I8I_C,0.56,005
1IHJ_B_1IHJ_C,0.65,001
1IHJ_B_1IHJ_C,0.64,002
1IHJ_B_1IHJ_C,0.66,003
1IHJ_B_1IHJ_C,0.67,004
1IHJ_B_1IHJ_C,0.66,005
1IK9_AB_1IK9_C,0.29,001
1IK9_AB_1IK9_C,0.75,002
1IK9_AB_1IK9_C,0.28,003
1IK9_AB_1IK9_C,0.29,004
1IK9_AB_1IK9_C,0.75,005
1JN5_B_1JN5_C,0.04,001
1JN5_B_1JN5_C,0.04,002
1JN5_B_1JN5_C,0.04,003
1JN5_B_1JN5_C,0.04,004
1JN5_B_1JN5_C,0.05,005
1JPW_AauthB_1JPW_authD,0.26,001
1JPW_AauthB_1JPW_authD,0.27,002
1JPW_AauthB_1JPW_authD,0.26,003
1JPW_AauthB_1JPW_authD,0.25,004
1JPW_AauthB_1JPW_authD,0.24,005
1JWU_ABD_1JWU_C,0.7,001
1JWU_ABD_1JWU_C,0.71,002
1JWU_ABD_1JWU_C,0.26,003
1JWU_ABD_1JWU_C,0.27,004
1JWU_ABD_1JWU_C,0.26,005
1KU8_ACE_1KU8_B,0.31,001
1KU8_ACE_1KU8_B,0.19,002
1KU8_ACE_1KU8_B,0.15,003
1KU8_ACE_1KU8_B,0.08,004
1KU8_ACE_1KU8_B,0.13,005
1KY7_A_1KY7_authP,0.2,001
1KY7_A_1KY7_authP,0.01,002
1KY7_A_1KY7_authP,0.01,003
1KY7_A_1KY7_authP,0.01,004
1KY7_A_1KY7_authP,0.02,005
1LTG_authAauthDauthEauthFauthGauthH_1LTG_authC,0.13,001
1LTG_authAauthDauthEauthFauthGauthH_1LTG_authC,0.26,002
1LTG_authAauthDauthEauthFauthGauthH_1LTG_authC,0.06,003
1LTG_authAauthDauthEauthFauthGauthH_1LTG_authC,0.14,004
1LTG_authAauthDauthEauthFauthGauthH_1LTG_authC,0.09,005
1M45_A_1M45_B,0.85,001
1M45_A_1M45_B,0.86,002
1M45_A_1M45_B,0.85,003
1M45_A_1M45_B,0.85,004
1M45_A_1M45_B,0.85,005
1M7E_AB_1M7E_D,0.44,001
1M7E_AB_1M7E_D,0.45,002
1M7E_AB_1M7E_D,0.45,003
1M7E_AB_1M7E_D,0.43,004
1M7E_AB_1M7E_D,0.45,005
1MNF_authLauthMauthN_1MNF_auth1,0.02,001
1MNF_authLauthMauthN_1MNF_auth1,0.02,002
1MNF_authLauthMauthN_1MNF_auth1,0.04,003
1MNF_authLauthMauthN_1MNF_auth1,0.03,004
1MNF_authLauthMauthN_1MNF_auth1,0.02,005
1MTP_A_1MTP_B,0.91,001
1MTP_A_1MTP_B,0.92,002
1MTP_A_1MTP_B,0.91,003
1MTP_A_1MTP_B,0.91,004
1MTP_A_1MTP_B,0.91,005
1N4M_A_1N4M_C,0.78,001
1N4M_A_1N4M_C,0.76,002
1N4M_A_1N4M_C,0.77,003
1N4M_A_1N4M_C,0.77,004
1N4M_A_1N4M_C,0.77,005
1N5Z_A_1N5Z_authP,0.76,001
1N5Z_A_1N5Z_authP,0.74,002
1N5Z_A_1N5Z_authP,0.72,003
1N5Z_A_1N5Z_authP,0.74,004
1N5Z_A_1N5Z_authP,0.76,005
1N7F_A_1N7F_C,0.9,001
1N7F_A_1N7F_C,0.9,002
1N7F_A_1N7F_C,0.91,003
1N7F_A_1N7F_C,0.9,004
1N7F_A_1N7F_C,0.88,005
1N8O_BC_1N8O_A,0.91,001
1N8O_BC_1N8O_A,0.92,002
1N8O_BC_1N8O_A,0.9,003
1N8O_BC_1N8O_A,0.91,004
1N8O_BC_1N8O_A,0.53,005
1NPO_A_1NPO_B,0.4,001
1NPO_A_1NPO_B,0.41,002
1NPO_A_1NPO_B,0.4,003
1NPO_A_1NPO_B,0.4,004
1NPO_A_1NPO_B,0.34,005
1O6P_B_1O6P_C,0.02,001
1O6P_B_1O6P_C,0.02,002
1O6P_B_1O6P_C,0.02,003
1O6P_B_1O6P_C,0.02,004
1O6P_B_1O6P_C,0.02,005
1OAI_A_1OAI_B,0.59,001
1OAI_A_1OAI_B,0.55,002
1OAI_A_1OAI_B,0.45,003
1OAI_A_1OAI_B,0.44,004
1OAI_A_1OAI_B,0.21,005
1OQD_AB_1OQD_K,0.77,001
1OQD_AB_1OQD_K,0.26,002
1OQD_AB_1OQD_K,0.28,003
1OQD_AB_1OQD_K,0.26,004
1OQD_AB_1OQD_K,0.27,005
1OV3_AB_1OV3_C,0.16,001
1OV3_AB_1OV3_C,0.25,002
1OV3_AB_1OV3_C,0.29,003
1OV3_AB_1OV3_C,0.22,004
1OV3_AB_1OV3_C,0.31,005
1P4B_authHauthL_1P4B_authP,0.91,001
1P4B_authHauthL_1P4B_authP,0.91,002
1P4B_authHauthL_1P4B_authP,0.92,003
1P4B_authHauthL_1P4B_authP,0.81,004
1P4B_authHauthL_1P4B_authP,0.92,005
1P4U_A_1P4U_B,0.93,001
1P4U_A_1P4U_B,0.75,002
1P4U_A_1P4U_B,0.07,003
1P4U_A_1P4U_B,0.08,004
1P4U_A_1P4U_B,0.08,005
1PPE_authE_1PPE_authI,0.91,001
1PPE_authE_1PPE_authI,0.9,002
1PPE_authE_1PPE_authI,0.91,003
1PPE_authE_1PPE_authI,0.19,004
1PPE_authE_1PPE_authI,0.6,005
1PWV_A_1PWV_C,0.02,001
1PWV_A_1PWV_C,0.03,002
1PWV_A_1PWV_C,0.04,003
1PWV_A_1PWV_C,0.03,004
1PWV_A_1PWV_C,0.03,005
1QGR_A_1QGR_B,0.71,001
1QGR_A_1QGR_B,0.67,002
1QGR_A_1QGR_B,0.68,003
1QGR_A_1QGR_B,0.05,004
1QGR_A_1QGR_B,0.07,005
1QZ2_A_1QZ2_authG,0.29,001
1QZ2_A_1QZ2_authG,0.28,002
1QZ2_A_1QZ2_authG,0.28,003
1QZ2_A_1QZ2_authG,0.29,004
1QZ2_A_1QZ2_authG,0.29,005
1R1R_A_1R1R_authD,0.87,001
1R1R_A_1R1R_authD,0.86,002
1R1R_A_1R1R_authD,0.87,003
1R1R_A_1R1R_authD,0.88,004
1R1R_A_1R1R_authD,0.86,005
1R2B_AB_1R2B_C,0.68,001
1R2B_AB_1R2B_C,0.3,002
1R2B_AB_1R2B_C,0.3,003
1R2B_AB_1R2B_C,0.31,004
1R2B_AB_1R2B_C,0.3,005
1RXZ_A_1RXZ_B,0.9,001
1RXZ_A_1RXZ_B,0.91,002
1RXZ_A_1RXZ_B,0.89,003
1RXZ_A_1RXZ_B,0.89,004
1RXZ_A_1RXZ_B,0.89,005
1S7V_A_1S7V_C,0.93,001
1S7V_A_1S7V_C,0.65,002
1S7V_A_1S7V_C,0.64,003
1S7V_A_1S7V_C,0.49,004
1S7V_A_1S7V_C,0.38,005
1SSH_A_1SSH_B,0.87,001
1SSH_A_1SSH_B,0.82,002
1SSH_A_1SSH_B,0.82,003
1SSH_A_1SSH_B,0.86,004
1SSH_A_1SSH_B,0.86,005
1SUA_A_1SUA_authC,0.72,001
1SUA_A_1SUA_authC,0.44,002
1SUA_A_1SUA_authC,0.44,003
1SUA_A_1SUA_authC,0.7,004
1SUA_A_1SUA_authC,0.64,005
1T3L_A_1T3L_B,0.94,001
1T3L_A_1T3L_B,0.94,002
1T3L_A_1T3L_B,0.95,003
1T3L_A_1T3L_B,0.95,004
1T3L_A_1T3L_B,0.93,005
1TFC_A_1TFC_C,0.85,001
1TFC_A_1TFC_C,0.86,002
1TFC_A_1TFC_C,0.85,003
1TFC_A_1TFC_C,0.84,004
1TFC_A_1TFC_C,0.85,005
1TMC_A_1TMC_C,0.66,001
1TMC_A_1TMC_C,0.66,002
1TMC_A_1TMC_C,0.8,003
1TMC_A_1TMC_C,0.72,004
1TMC_A_1TMC_C,0.63,005
1TQE_authPauthQauthS_1TQE_authX,0.21,001
1TQE_authPauthQauthS_1TQE_authX,0.21,002
1TQE_authPauthQauthS_1TQE_authX,0.21,003
1TQE_authPauthQauthS_1TQE_authX,0.21,004
1TQE_authPauthQauthS_1TQE_authX,0.22,005
1U00_A_1U00_authP,0.3,001
1U00_A_1U00_authP,0.33,002
1U00_A_1U00_authP,0.28,003
1U00_A_1U00_authP,0.17,004
1U00_A_1U00_authP,0.21,005
1U3H_authEauthFauthGauthH_1U3H_authI,0.77,001
1U3H_authEauthFauthGauthH_1U3H_authI,0.72,002
1U3H_authEauthFauthGauthH_1U3H_authI,0.76,003
1U3H_authEauthFauthGauthH_1U3H_authI,0.77,004
1U3H_authEauthFauthGauthH_1U3H_authI,0.43,005
1UM2_A_1UM2_C,0.35,001
1UM2_A_1UM2_C,0.03,002
1UM2_A_1UM2_C,0.01,003
1UM2_A_1UM2_C,0.01,004
1UM2_A_1UM2_C,0.72,005
1VPP_authVauthW_1VPP_authX,0.84,001
1VPP_authVauthW_1VPP_authX,0.88,002
1VPP_authVauthW_1VPP_authX,0.87,003
1VPP_authVauthW_1VPP_authX,0.88,004
1VPP_authVauthW_1VPP_authX,0.29,005
1X8S_A_1X8S_B,0.67,001
1X8S_A_1X8S_B,0.69,002
1X8S_A_1X8S_B,0.66,003
1X8S_A_1X8S_B,0.7,004
1X8S_A_1X8S_B,0.67,005
1XHM_A_1XHM_C,0.81,001
1XHM_A_1XHM_C,0.02,002
1XHM_A_1XHM_C,0.02,003
1XHM_A_1XHM_C,0.02,004
1XHM_A_1XHM_C,0.02,005
1XVM_A_1XVM_B,0.72,001
1XVM_A_1XVM_B,0.74,002
1XVM_A_1XVM_B,0.73,003
1XVM_A_1XVM_B,0.75,004
1XVM_A_1XVM_B,0.74,005
1Y19_BD_1Y19_A,0.1,001
1Y19_BD_1Y19_A,0.13,002
1Y19_BD_1Y19_A,0.05,003
1Y19_BD_1Y19_A,0.3,004
1Y19_BD_1Y19_A,0.05,005
1YCP_authH_1YCP_authF,0.78,001
1YCP_authH_1YCP_authF,0.78,002
1YCP_authH_1YCP_authF,0.77,003
1YCP_authH_1YCP_authF,0.78,004
1YCP_authH_1YCP_authF,0.77,005
1YFN_ABC_1YFN_E,0.03,001
1YFN_ABC_1YFN_E,0.25,002
1YFN_ABC_1YFN_E,0.25,003
1YFN_ABC_1YFN_E,0.21,004
1YFN_ABC_1YFN_E,0.26,005
1YTI_A_1YTI_authI,0.08,001
1YTI_A_1YTI_authI,0.09,002
1YTI_A_1YTI_authI,0.1,003
1YTI_A_1YTI_authI,0.1,004
1YTI_A_1YTI_authI,0.08,005
1YWO_A_1YWO_authP,0.76,001
1YWO_A_1YWO_authP,0.77,002
1YWO_A_1YWO_authP,0.8,003
1YWO_A_1YWO_authP,0.79,004
1YWO_A_1YWO_authP,0.81,005
1Z9O_ABC_1Z9O_G,0.2,001
1Z9O_ABC_1Z9O_G,0.21,002
1Z9O_ABC_1Z9O_G,0.08,003
1Z9O_ABC_1Z9O_G,0.21,004
1Z9O_ABC_1Z9O_G,0.06,005
1ZAV_A_1ZAV_authU,0.08,001
1ZAV_A_1ZAV_authU,0.08,002
1ZAV_A_1ZAV_authU,0.08,003
1ZAV_A_1ZAV_authU,0.06,004
1ZAV_A_1ZAV_authU,0.09,005
1ZH7_A_1ZH7_C,0.66,001
1ZH7_A_1ZH7_C,0.67,002
1ZH7_A_1ZH7_C,0.66,003
1ZH7_A_1ZH7_C,0.67,004
1ZH7_A_1ZH7_C,0.71,005
1ZLA_authGauthH_1ZLA_K,0.4,001
1ZLA_authGauthH_1ZLA_K,0.32,002
1ZLA_authGauthH_1ZLA_K,0.39,003
1ZLA_authGauthH_1ZLA_K,0.38,004
1ZLA_authGauthH_1ZLA_K,0.37,005
2ADV_AC_2ADV_B,0.7,001
2ADV_AC_2ADV_B,0.7,002
2ADV_AC_2ADV_B,0.7,003
2ADV_AC_2ADV_B,0.7,004
2ADV_AC_2ADV_B,0.7,005
2AKA_AauthB_2AKA_authL,0.01,001
2AKA_AauthB_2AKA_authL,0.01,002
2AKA_AauthB_2AKA_authL,0.01,003
2AKA_AauthB_2AKA_authL,0.02,004
2AKA_AauthB_2AKA_authL,0.02,005
2AP2_A_2AP2_authP,0.23,001
2AP2_A_2AP2_authP,0.25,002
2AP2_A_2AP2_authP,0.2,003
2AP2_A_2AP2_authP,0.21,004
2AP2_A_2AP2_authP,0.27,005
2ASU_B_2ASU_A,0.47,001
2ASU_B_2ASU_A,0.46,002
2ASU_B_2ASU_A,0.45,003
2ASU_B_2ASU_A,0.45,004
2ASU_B_2ASU_A,0.47,005
2AZE_AB_2AZE_C,0.67,001
2AZE_AB_2AZE_C,0.68,002
2AZE_AB_2AZE_C,0.7,003
2AZE_AB_2AZE_C,0.62,004
2AZE_AB_2AZE_C,0.65,005
2B3G_A_2B3G_B,0.09,001
2B3G_A_2B3G_B,0.07,002
2B3G_A_2B3G_B,0.08,003
2B3G_A_2B3G_B,0.06,004
2B3G_A_2B3G_B,0.08,005
2BE1_B_2BE1_authD,0.02,001
2BE1_B_2BE1_authD,0.02,002
2BE1_B_2BE1_authD,0.02,003
2BE1_B_2BE1_authD,0.02,004
2BE1_B_2BE1_authD,0.02,005
2BP5_authM_2BP5_authP,0.2,001
2BP5_authM_2BP5_authP,0.22,002
2BP5_authM_2BP5_authP,0.18,003
2BP5_authM_2BP5_authP,0.21,004
2BP5_authM_2BP5_authP,0.2,005
2C23_A_2C23_authP,0.18,001
2C23_A_2C23_authP,0.2,002
2C23_A_2C23_authP,0.19,003
2C23_A_2C23_authP,0.2,004
2C23_A_2C23_authP,0.2,005
2CE9_A_2CE9_authX,0.91,001
2CE9_A_2CE9_authX,0.93,002
2CE9_A_2CE9_authX,0.93,003
2CE9_A_2CE9_authX,0.91,004
2CE9_A_2CE9_authX,0.89,005
2CO4_A_2CO4_B,0.92,001
2CO4_A_2CO4_B,0.93,002
2CO4_A_2CO4_B,0.93,003
2CO4_A_2CO4_B,0.91,004
2CO4_A_2CO4_B,0.92,005
2CV3_A_2CV3_B,0.32,001
2CV3_A_2CV3_B,0.27,002
2CV3_A_2CV3_B,0.22,003
2CV3_A_2CV3_B,0.36,004
2CV3_A_2CV3_B,0.37,005
2D0N_AC_2D0N_B,0.63,001
2D0N_AC_2D0N_B,0.63,002
2D0N_AC_2D0N_B,0.03,003
2D0N_AC_2D0N_B,0.09,004
2D0N_AC_2D0N_B,0.06,005
2D5W_A_2D5W_C,0.23,001
2D5W_A_2D5W_C,0.2,002
2D5W_A_2D5W_C,0.25,003
2D5W_A_2D5W_C,0.34,004
2D5W_A_2D5W_C,0.11,005
2D7S_A_2D7S_B,0.19,001
2D7S_A_2D7S_B,0.17,002
2D7S_A_2D7S_B,0.13,003
2D7S_A_2D7S_B,0.14,004
2D7S_A_2D7S_B,0.13,005
2EGN_A_2EGN_B,0.07,001
2EGN_A_2EGN_B,0.07,002
2EGN_A_2EGN_B,0.07,003
2EGN_A_2EGN_B,0.07,004
2EGN_A_2EGN_B,0.07,005
2F31_A_2F31_B,0.91,001
2F31_A_2F31_B,0.91,002
2F31_A_2F31_B,0.91,003
2F31_A_2F31_B,0.91,004
2F31_A_2F31_B,0.9,005
2F9J_A_2F9J_authP,0.87,001
2F9J_A_2F9J_authP,0.87,002
2F9J_A_2F9J_authP,0.89,003
2F9J_A_2F9J_authP,0.88,004
2F9J_A_2F9J_authP,0.9,005
2FOP_A_2FOP_B,0.52,001
2FOP_A_2FOP_B,0.46,002
2FOP_A_2FOP_B,0.52,003
2FOP_A_2FOP_B,0.48,004
2FOP_A_2FOP_B,0.57,005
2FTS_A_2FTS_authP,0.2,001
2FTS_A_2FTS_authP,0.18,002
2FTS_A_2FTS_authP,0.05,003
2FTS_A_2FTS_authP,0.18,004
2FTS_A_2FTS_authP,0.11,005
2FYS_A_2FYS_C,0.44,001
2FYS_A_2FYS_C,0.45,002
2FYS_A_2FYS_C,0.39,003
2FYS_A_2FYS_C,0.42,004
2FYS_A_2FYS_C,0.36,005
2FYZ_AE_2FYZ_B,0.79,001
2FYZ_AE_2FYZ_B,0.17,002
2FYZ_AE_2FYZ_B,0.8,003
2FYZ_AE_2FYZ_B,0.79,004
2FYZ_AE_2FYZ_B,0.17,005
2GRL_AB_2GRL_E,0.33,001
2GRL_AB_2GRL_E,0.59,002
2GRL_AB_2GRL_E,0.33,003
2GRL_AB_2GRL_E,0.67,004
2GRL_AB_2GRL_E,0.56,005
2H4Q_A_2H4Q_B,0.94,001
2H4Q_A_2H4Q_B,0.96,002
2H4Q_A_2H4Q_B,0.92,003
2H4Q_A_2H4Q_B,0.94,004
2H4Q_A_2H4Q_B,0.92,005
2HL3_AB_2HL3_C,0.23,001
2HL3_AB_2HL3_C,0.22,002
2HL3_AB_2HL3_C,0.22,003
2HL3_AB_2HL3_C,0.23,004
2HL3_AB_2HL3_C,0.24,005
2HNT_authCauthEauthF_2HNT_authL,0.88,001
2HNT_authCauthEauthF_2HNT_authL,0.88,002
2HNT_authCauthEauthF_2HNT_authL,0.88,003
2HNT_authCauthEauthF_2HNT_authL,0.87,004
2HNT_authCauthEauthF_2HNT_authL,0.87,005
2HPL_A_2HPL_B,0.36,001
2HPL_A_2HPL_B,0.39,002
2HPL_A_2HPL_B,0.27,003
2HPL_A_2HPL_B,0.3,004
2HPL_A_2HPL_B,0.26,005
2HZS_BF_2HZS_I,0.22,001
2HZS_BF_2HZS_I,0.21,002
2HZS_BF_2HZS_I,0.23,003
2HZS_BF_2HZS_I,0.22,004
2HZS_BF_2HZS_I,0.21,005
2I0I_A_2I0I_authD,0.92,001
2I0I_A_2I0I_authD,0.91,002
2I0I_A_2I0I_authD,0.91,003
2I0I_A_2I0I_authD,0.92,004
2I0I_A_2I0I_authD,0.91,005
2I3S_AC_2I3S_B,0.26,001
2I3S_AC_2I3S_B,0.25,002
2I3S_AC_2I3S_B,0.25,003
2I3S_AC_2I3S_B,0.25,004
2I3S_AC_2I3S_B,0.25,005
2J4U_authQauthW_2J4U_authS,0.01,001
2J4U_authQauthW_2J4U_authS,0.01,002
2J4U_authQauthW_2J4U_authS,0.02,003
2J4U_authQauthW_2J4U_authS,0.01,004
2J4U_authQauthW_2J4U_authS,0.01,005
2J6O_A_2J6O_authC,0.18,001
2J6O_A_2J6O_authC,0.2,002
2J6O_A_2J6O_authC,0.2,003
2J6O_A_2J6O_authC,0.2,004
2J6O_A_2J6O_authC,0.19,005
2JCC_AauthEauthF_2JCC_C,0.57,001
2JCC_AauthEauthF_2JCC_C,0.57,002
2JCC_AauthEauthF_2JCC_C,0.56,003
2JCC_AauthEauthF_2JCC_C,0.55,004
2JCC_AauthEauthF_2JCC_C,0.53,005
2JDL_AB_2JDL_C,0.02,001
2JDL_AB_2JDL_C,0.02,002
2JDL_AB_2JDL_C,0.02,003
2JDL_AB_2JDL_C,0.03,004
2JDL_AB_2JDL_C,0.03,005
2MHA_A_2MHA_E,0.75,001
2MHA_A_2MHA_E,0.74,002
2MHA_A_2MHA_E,0.21,003
2MHA_A_2MHA_E,0.64,004
2MHA_A_2MHA_E,0.66,005
2NLA_A_2NLA_B,0.83,001
2NLA_A_2NLA_B,0.84,002
2NLA_A_2NLA_B,0.84,003
2NLA_A_2NLA_B,0.83,004
2NLA_A_2NLA_B,0.83,005
2NM1_A_2NM1_B,0.66,001
2NM1_A_2NM1_B,0.13,002
2NM1_A_2NM1_B,0.13,003
2NM1_A_2NM1_B,0.14,004
2NM1_A_2NM1_B,0.58,005
2NNU_A_2NNU_B,0.71,001
2NNU_A_2NNU_B,0.63,002
2NNU_A_2NNU_B,0.58,003
2NNU_A_2NNU_B,0.65,004
2NNU_A_2NNU_B,0.64,005
2O1N_A_2O1N_authP,0.51,001
2O1N_A_2O1N_authP,0.55,002
2O1N_A_2O1N_authP,0.42,003
2O1N_A_2O1N_authP,0.48,004
2O1N_A_2O1N_authP,0.07,005
2O9V_A_2O9V_B,0.13,001
2O9V_A_2O9V_B,0.13,002
2O9V_A_2O9V_B,0.13,003
2O9V_A_2O9V_B,0.13,004
2O9V_A_2O9V_B,0.13,005
2OD8_A_2OD8_B,0.9,001
2OD8_A_2OD8_B,0.09,002
2OD8_A_2OD8_B,0.09,003
2OD8_A_2OD8_B,0.09,004
2OD8_A_2OD8_B,0.09,005
2OI9_ABC_2OI9_authQ,0.67,001
2OI9_ABC_2OI9_authQ,0.69,002
2OI9_ABC_2OI9_authQ,0.78,003
2OI9_ABC_2OI9_authQ,0.74,004
2OI9_ABC_2OI9_authQ,0.71,005
2OJX_A_2OJX_authE,0.81,001
2OJX_A_2OJX_authE,0.8,002
2OJX_A_2OJX_authE,0.73,003
2OJX_A_2OJX_authE,0.67,004
2OJX_A_2OJX_authE,0.35,005
2ORZ_A_2ORZ_B,0.58,001
2ORZ_A_2ORZ_B,0.53,002
2ORZ_A_2ORZ_B,0.63,003
2ORZ_A_2ORZ_B,0.72,004
2ORZ_A_2ORZ_B,0.51,005
2OTU_AB_2OTU_authP,0.4,001
2OTU_AB_2OTU_authP,0.49,002
2OTU_AB_2OTU_authP,0.41,003
2OTU_AB_2OTU_authP,0.6,004
2OTU_AB_2OTU_authP,0.48,005
2OTW_AB_2OTW_E,0.56,001
2OTW_AB_2OTW_E,0.4,002
2OTW_AB_2OTW_E,0.58,003
2OTW_AB_2OTW_E,0.54,004
2OTW_AB_2OTW_E,0.53,005
2PEM_AB_2PEM_authR,0.43,001
2PEM_AB_2PEM_authR,0.44,002
2PEM_AB_2PEM_authR,0.45,003
2PEM_AB_2PEM_authR,0.45,004
2PEM_AB_2PEM_authR,0.45,005
2PV2_ABC_2PV2_E,0.5,001
2PV2_ABC_2PV2_E,0.19,002
2PV2_ABC_2PV2_E,0.19,003
2PV2_ABC_2PV2_E,0.25,004
2PV2_ABC_2PV2_E,0.19,005
2PXY_ABCD_2PXY_authP,0.5,001
2PXY_ABCD_2PXY_authP,0.47,002
2PXY_ABCD_2PXY_authP,0.42,003
2PXY_ABCD_2PXY_authP,0.49,004
