source;target;name;kind;labels;default;binary;electrical energy;information;material;mechanical energy;spatial;sum
Car sling;Electric cable bundle;ele45-96;edge;"i;s";1;1;False;True;False;False;True;2
Car sling;Car Door;ele45-97;edge;i;1;1;False;True;False;False;False;1
Car sling;Landing signalization;ele45-98;edge;s;1;1;False;False;False;False;True;1
Counterweight sling;Counterweight screen;ele45-99;edge;"s;m;ME";1;1;False;False;True;True;True;3
Counterweight sling;Pit (toe guard) panel;ele45-100;edge;s;1;1;False;False;False;False;True;1
Counterweight sling;Pit equipment;ele45-101;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight sling;Ropes, hoisting & compensation;ele45-102;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight sling;Pit safety devices;ele45-103;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight sling;Overspeed governor;ele45-104;edge;s;1;1;False;False;False;False;True;1
Counterweight sling;Filler mix;ele45-105;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight sling;Filler 3;ele45-106;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight sling;Electric cable bundle;ele45-107;edge;i;1;1;False;True;False;False;False;1
Counterweight sling;Car Door;ele45-108;edge;i;1;1;False;True;False;False;False;1
Overspeed governor;Counterweight guide rails;ele45-109;edge;"s;ME";1;1;False;False;False;True;True;2
Overspeed governor;Counterweight screen;ele45-110;edge;"s;ME";1;1;False;False;False;True;True;2
Overspeed governor;Pit (toe guard) panel;ele45-111;edge;s;1;1;False;False;False;False;True;1
Overspeed governor;Ropes, hoisting & compensation;ele45-112;edge;"s;ME";1;1;False;False;False;True;True;2
Overspeed governor;Counterweight sling;ele45-113;edge;s;1;1;False;False;False;False;True;1
Overspeed governor;Rope termination brackets;ele45-114;edge;s;1;1;False;False;False;False;True;1
Overspeed governor;Filler mix;ele45-115;edge;s;1;1;False;False;False;False;True;1
Overspeed governor;Electric cable bundle;ele45-116;edge;i;1;1;False;True;False;False;False;1
Overspeed governor;Control panel;ele45-117;edge;"EE;i";1;1;True;True;False;False;False;2
Rope termination brackets;Counterweight guide rails;ele45-118;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination brackets;Ropes, hoisting & compensation;ele45-119;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination brackets;Car sling;ele45-120;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination brackets;Overspeed governor;ele45-121;edge;s;1;1;False;False;False;False;True;1
Rope termination brackets;Electric cable bundle;ele45-122;edge;i;1;1;False;True;False;False;False;1
Rope termination brackets;Control panel;ele45-123;edge;"EE;i";1;1;True;True;False;False;False;2
Rope termination brackets;Drive panel;ele45-124;edge;i;1;1;False;True;False;False;False;1
Rope termination brackets;Electrical system 11;ele45-125;edge;EE;1;1;True;False;False;False;False;1
Pit ladder;Counterweight guide rails;ele45-126;edge;"s;ME";1;1;False;False;False;True;True;2
Pit ladder;Counterweight screen;ele45-127;edge;"s;ME";1;1;False;False;False;True;True;2
Pit ladder;Fish plates;ele45-128;edge;s;1;1;False;False;False;False;True;1
Pit ladder;Ropes, hoisting & compensation;ele45-129;edge;"s;ME";1;1;False;False;False;True;True;2
Filler bits;Electric cable bundle;ele45-130;edge;i;1;1;False;True;False;False;False;1
Filler bits;Landing Door;ele45-131;edge;s;1;1;False;False;False;False;True;1
Filler mix;Pit (toe guard) panel;ele45-132;edge;s;1;1;False;False;False;False;True;1
Filler mix;Car & Guide rail brackets;ele45-133;edge;s;1;1;False;False;False;False;True;1
Filler mix;Ropes, hoisting & compensation;ele45-134;edge;s;1;1;False;False;False;False;True;1
Filler mix;Car sling;ele45-135;edge;s;1;1;False;False;False;False;True;1
Filler mix;Counterweight sling;ele45-136;edge;"s;ME";1;1;False;False;False;True;True;2
Filler mix;Overspeed governor;ele45-137;edge;s;1;1;False;False;False;False;True;1
Filler mix;Filler 3;ele45-138;edge;s;1;1;False;False;False;False;True;1
Filler 3;Counterweight sling;ele45-139;edge;"s;ME";1;1;False;False;False;True;True;2
Filler 3;Filler mix;ele45-140;edge;s;1;1;False;False;False;False;True;1
Car shell;Pit (toe guard) panel;ele45-141;edge;s;1;1;False;False;False;False;True;1
Car shell;Pit safety devices;ele45-142;edge;"s;ME";1;1;False;False;False;True;True;2
Car shell;Car sling;ele45-143;edge;s;1;1;False;False;False;False;True;1
Car shell;Car floor;ele45-144;edge;"s;ME";1;1;False;False;False;True;True;2
Car shell;Car interior;ele45-145;edge;s;1;1;False;False;False;False;True;1
Car shell;Car operating panel;ele45-146;edge;s;1;1;False;False;False;False;True;1
Car shell;Toe guard;ele45-147;edge;s;1;1;False;False;False;False;True;1
Car shell;Control panel;ele45-148;edge;"EE;i";1;1;True;True;False;False;False;2
Car shell;Car electrification;ele45-149;edge;s;1;1;False;False;False;False;True;1
Car shell;Electrical system 10;ele45-150;edge;s;1;1;False;False;False;False;True;1
Car shell;Electrical system 12;ele45-151;edge;"i;s";1;1;False;True;False;False;True;2
Car shell;Car Door;ele45-152;edge;"i;EE;s";1;1;True;True;False;False;True;3
Car shell;Landing signalization;ele45-153;edge;"s;i;EE";1;1;True;True;False;False;True;3
Car shell;Structural Building Elements;ele45-154;edge;"s;i;EE";1;1;True;True;False;False;True;3
Car floor;Pit safety devices;ele45-155;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor;Car sling;ele45-156;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor;Car shell;ele45-157;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor;Car interior;ele45-158;edge;s;1;1;False;False;False;False;True;1
Car floor;Toe guard;ele45-159;edge;s;1;1;False;False;False;False;True;1
Car floor;Traveling cable fixings;ele45-160;edge;s;1;1;False;False;False;False;True;1
Car floor;Car electrification;ele45-161;edge;EE;1;1;True;False;False;False;False;1
Car interior;Car sling;ele45-162;edge;s;1;1;False;False;False;False;True;1
Car interior;Car shell;ele45-163;edge;s;1;1;False;False;False;False;True;1
Car interior;Car floor;ele45-164;edge;s;1;1;False;False;False;False;True;1
Car interior;Car operating panel;ele45-165;edge;s;1;1;False;False;False;False;True;1
Car interior;Toe guard;ele45-166;edge;s;1;1;False;False;False;False;True;1
Car interior;Landing signalization;ele45-167;edge;s;1;1;False;False;False;False;True;1
Car operating panel;Car shell;ele45-168;edge;s;1;1;False;False;False;False;True;1
Car operating panel;Car interior;ele45-169;edge;s;1;1;False;False;False;False;True;1
Car operating panel;Toe guard;ele45-170;edge;s;1;1;False;False;False;False;True;1
Toe guard;Car sling;ele45-171;edge;s;1;1;False;False;False;False;True;1
Toe guard;Car shell;ele45-172;edge;s;1;1;False;False;False;False;True;1
Toe guard;Car floor;ele45-173;edge;s;1;1;False;False;False;False;True;1
Toe guard;Car interior;ele45-174;edge;s;1;1;False;False;False;False;True;1
Toe guard;Car operating panel;ele45-175;edge;s;1;1;False;False;False;False;True;1
Toe guard;Electric cable bundle;ele45-176;edge;i;1;1;False;True;False;False;False;1
Toe guard;Control panel;ele45-177;edge;"i;EE";1;1;True;True;False;False;False;2
Toe guard;Electrical system 13;ele45-178;edge;"i;EE;s";1;1;True;True;False;False;True;3
Toe guard;Landing signalization;ele45-179;edge;s;1;1;False;False;False;False;True;1
Traveling cable;Pit equipment;ele45-180;edge;s;1;1;False;False;False;False;True;1
Traveling cable;Car sling;ele45-181;edge;s;1;1;False;False;False;False;True;1
Traveling cable fixings;Car floor;ele45-182;edge;s;1;1;False;False;False;False;True;1
Traveling cable fixings;Electric cable bundle;ele45-183;edge;"s;i;EE";1;1;True;True;False;False;True;3
Traveling cable fixings;Control panel;ele45-184;edge;"EE;i";1;1;True;True;False;False;False;2
Traveling cable fixings;Car electrification;ele45-185;edge;"EE;i";1;1;True;True;False;False;False;2
Traveling cable fixings;Electrical system 13;ele45-186;edge;"i;EE;s";1;1;True;True;False;False;True;3
Traveling cable fixings;Car Door;ele45-187;edge;"i;EE";1;1;True;True;False;False;False;2
Electric cable bundle;Pit equipment;ele45-188;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Pit safety devices;ele45-189;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Car sling;ele45-190;edge;"i;s";1;1;False;True;False;False;True;2
Electric cable bundle;Counterweight sling;ele45-191;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Overspeed governor;ele45-192;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Rope termination brackets;ele45-193;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Filler bits;ele45-194;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Toe guard;ele45-195;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Traveling cable fixings;ele45-196;edge;"i;EE;s";1;1;True;True;False;False;True;3
Electric cable bundle;Control panel;ele45-197;edge;"i;EE";1;1;True;True;False;False;False;2
Electric cable bundle;Landing Door;ele45-198;edge;"s;i";1;1;False;True;False;False;True;2
Electric cable bundle;Landing signalization;ele45-199;edge;i;1;1;False;True;False;False;False;1
Electric cable bundle;Structural Building Elements;ele45-200;edge;"i;EE;s";1;1;True;True;False;False;True;3
Control panel;Hoisting machinery;ele45-201;edge;EE;1;1;True;False;False;False;False;1
Control panel;Overspeed governor;ele45-202;edge;"EE;i";1;1;True;True;False;False;False;2
Control panel;Rope termination brackets;ele45-203;edge;"EE;i";1;1;True;True;False;False;False;2
Control panel;Car shell;ele45-204;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Toe guard;ele45-205;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Traveling cable fixings;ele45-206;edge;"EE;i";1;1;True;True;False;False;False;2
Control panel;Electric cable bundle;ele45-207;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Car electrification;ele45-208;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Drive panel;ele45-209;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Electrical system 8;ele45-210;edge;EE;1;1;True;False;False;False;False;1
Control panel;Electrical system 9;ele45-211;edge;"i;EE";1;1;True;True;False;False;False;2
Control panel;Electrical system 10;ele45-212;edge;"EE;i";1;1;True;True;False;False;False;2
Control panel;Electrical system 11;ele45-213;edge;"EE;s;i";1;1;True;True;False;False;True;3
Control panel;Electrical system 12;ele45-214;edge;i;1;1;False;True;False;False;False;1
Control panel;Electrical system 13;ele45-215;edge;i;1;1;False;True;False;False;False;1
Control panel;Car Door;ele45-216;edge;"i;EE;s";1;1;True;True;False;False;True;3
Control panel;Landing Door;ele45-217;edge;s;1;1;False;False;False;False;True;1
Control panel;Car signalization;ele45-218;edge;s;1;1;False;False;False;False;True;1
Control panel;Landing signalization;ele45-219;edge;i;1;1;False;True;False;False;False;1
Control panel;Structural Building Elements;ele45-220;edge;"i;EE";1;1;True;True;False;False;False;2
Car electrification;Car shell;ele45-221;edge;s;1;1;False;False;False;False;True;1
Car electrification;Car floor;ele45-222;edge;EE;1;1;True;False;False;False;False;1
Car electrification;Traveling cable fixings;ele45-223;edge;"EE;i";1;1;True;True;False;False;False;2
Car electrification;Control panel;ele45-224;edge;"i;EE";1;1;True;True;False;False;False;2
Car electrification;Electrical system 11;ele45-225;edge;EE;1;1;True;False;False;False;False;1
Car electrification;Electrical system 12;ele45-226;edge;"i;s";1;1;False;True;False;False;True;2
Car electrification;Car Door;ele45-227;edge;"i;EE";1;1;True;True;False;False;False;2
Car electrification;Landing Door;ele45-228;edge;s;1;1;False;False;False;False;True;1
Car electrification;Landing signalization;ele45-229;edge;"i;EE";1;1;True;True;False;False;False;2
Car electrification;Structural Building Elements;ele45-230;edge;"i;EE";1;1;True;True;False;False;False;2
Positioning system;Counterweight guide rails;ele45-231;edge;s;1;1;False;False;False;False;True;1
Positioning system;Electrical system 11;ele45-232;edge;EE;1;1;True;False;False;False;False;1
Positioning system;Car Door;ele45-233;edge;"i;EE;s";1;1;True;True;False;False;True;3
Positioning system;Landing Door;ele45-234;edge;"s;i";1;1;False;True;False;False;True;2
Positioning system;Landing signalization;ele45-235;edge;i;1;1;False;True;False;False;False;1
Drive panel;Hoisting machinery;ele45-236;edge;"EE;i";1;1;True;True;False;False;False;2
Drive panel;Counterweight guide rails;ele45-237;edge;s;1;1;False;False;False;False;True;1
Drive panel;Rope termination brackets;ele45-238;edge;i;1;1;False;True;False;False;False;1
Drive panel;Control panel;ele45-239;edge;"EE;i";1;1;True;True;False;False;False;2
Drive panel;Electrical system 8;ele45-240;edge;"i;EE";1;1;True;True;False;False;False;2
Drive panel;Electrical system 11;ele45-241;edge;EE;1;1;True;False;False;False;False;1
Drive panel;Landing Door;ele45-242;edge;s;1;1;False;False;False;False;True;1
Drive panel;Car signalization;ele45-243;edge;s;1;1;False;False;False;False;True;1
Drive panel;Structural Building Elements;ele45-244;edge;s;1;1;False;False;False;False;True;1
Electrical system 8;Control panel;ele45-245;edge;EE;1;1;True;False;False;False;False;1
Electrical system 8;Drive panel;ele45-246;edge;"i;EE";1;1;True;True;False;False;False;2
Electrical system 8;Electrical system 11;ele45-247;edge;EE;1;1;True;False;False;False;False;1
Electrical system 9;Control panel;ele45-248;edge;"i;EE";1;1;True;True;False;False;False;2
Electrical system 9;Car Door;ele45-249;edge;EE;1;1;True;False;False;False;False;1
Electrical system 10;Car shell;ele45-250;edge;s;1;1;False;False;False;False;True;1
Electrical system 10;Control panel;ele45-251;edge;"EE;i";1;1;True;True;False;False;False;2
Electrical system 10;Car Door;ele45-252;edge;"i;EE;s";1;1;True;True;False;False;True;3
Electrical system 11;Rope termination brackets;ele45-253;edge;EE;1;1;True;False;False;False;False;1
Electrical system 11;Control panel;ele45-254;edge;"EE;s;i";1;1;True;True;False;False;True;3
Electrical system 11;Car electrification;ele45-255;edge;EE;1;1;True;False;False;False;False;1
Electrical system 11;Positioning system;ele45-256;edge;EE;1;1;True;False;False;False;False;1
Electrical system 11;Drive panel;ele45-257;edge;EE;1;1;True;False;False;False;False;1
Electrical system 11;Electrical system 8;ele45-258;edge;EE;1;1;True;False;False;False;False;1
Electrical system 11;Car Door;ele45-259;edge;"i;EE;s";1;1;True;True;False;False;True;3
Electrical system 11;Landing signalization;ele45-260;edge;EE;1;1;True;False;False;False;False;1
Electrical system 12;Car shell;ele45-261;edge;"i;s";1;1;False;True;False;False;True;2
Electrical system 12;Control panel;ele45-262;edge;i;1;1;False;True;False;False;False;1
Electrical system 12;Car electrification;ele45-263;edge;"i;s";1;1;False;True;False;False;True;2
Electrical system 12;Car Door;ele45-264;edge;"i;EE";1;1;True;True;False;False;False;2
Electrical system 12;Landing signalization;ele45-265;edge;i;1;1;False;True;False;False;False;1
Electrical system 12;Structural Building Elements;ele45-266;edge;i;1;1;False;True;False;False;False;1
Electrical system 13;Toe guard;ele45-267;edge;"i;EE;s";1;1;True;True;False;False;True;3
Electrical system 13;Traveling cable fixings;ele45-268;edge;"i;EE;s";1;1;True;True;False;False;True;3
Electrical system 13;Control panel;ele45-269;edge;i;1;1;False;True;False;False;False;1
Electrical system 13;Car Door;ele45-270;edge;"i;EE";1;1;True;True;False;False;False;2
Electrical system 13;Landing signalization;ele45-271;edge;"i;EE";1;1;True;True;False;False;False;2
Electrical system 13;Structural Building Elements;ele45-272;edge;"i;EE";1;1;True;True;False;False;False;2
Car Door;Hoisting machinery;ele45-273;edge;i;1;1;False;True;False;False;False;1
Car Door;Pit equipment;ele45-274;edge;"s;i";1;1;False;True;False;False;True;2
Car Door;Pit safety devices;ele45-275;edge;"i;s";1;1;False;True;False;False;True;2
Car Door;Car sling;ele45-276;edge;i;1;1;False;True;False;False;False;1
Car Door;Counterweight sling;ele45-277;edge;i;1;1;False;True;False;False;False;1
Car Door;Car shell;ele45-278;edge;"s;i;EE";1;1;True;True;False;False;True;3
Car Door;Traveling cable fixings;ele45-279;edge;"i;EE";1;1;True;True;False;False;False;2
Car Door;Control panel;ele45-280;edge;"i;EE;s";1;1;True;True;False;False;True;3
Car Door;Car electrification;ele45-281;edge;"i;EE";1;1;True;True;False;False;False;2
Car Door;Positioning system;ele45-282;edge;"i;EE;s";1;1;True;True;False;False;True;3
Car Door;Electrical system 9;ele45-283;edge;EE;1;1;True;False;False;False;False;1
Car Door;Electrical system 10;ele45-284;edge;"i;EE;s";1;1;True;True;False;False;True;3
Car Door;Electrical system 11;ele45-285;edge;"i;EE;s";1;1;True;True;False;False;True;3
Car Door;Electrical system 12;ele45-286;edge;"i;EE";1;1;True;True;False;False;False;2
Car Door;Electrical system 13;ele45-287;edge;"i;EE";1;1;True;True;False;False;False;2
Car Door;Landing Door;ele45-288;edge;"s;ME";1;1;False;False;False;True;True;2
Landing Door;Pit equipment;ele45-289;edge;s;1;1;False;False;False;False;True;1
Landing Door;Filler bits;ele45-290;edge;s;1;1;False;False;False;False;True;1
Landing Door;Electric cable bundle;ele45-291;edge;"s;i";1;1;False;True;False;False;True;2
Landing Door;Control panel;ele45-292;edge;s;1;1;False;False;False;False;True;1
Landing Door;Car electrification;ele45-293;edge;s;1;1;False;False;False;False;True;1
Landing Door;Positioning system;ele45-294;edge;"s;i";1;1;False;True;False;False;True;2
Landing Door;Drive panel;ele45-295;edge;s;1;1;False;False;False;False;True;1
Landing Door;Car Door;ele45-296;edge;"s;ME";1;1;False;False;False;True;True;2
Landing Door;Car signalization;ele45-297;edge;s;1;1;False;False;False;False;True;1
Landing Door;Structural Building Elements;ele45-298;edge;s;1;1;False;False;False;False;True;1
Car signalization;Pit equipment;ele45-299;edge;s;1;1;False;False;False;False;True;1
Car signalization;Control panel;ele45-300;edge;s;1;1;False;False;False;False;True;1
Car signalization;Drive panel;ele45-301;edge;s;1;1;False;False;False;False;True;1
Car signalization;Landing Door;ele45-302;edge;s;1;1;False;False;False;False;True;1
Landing signalization;Pit safety devices;ele45-303;edge;i;1;1;False;True;False;False;False;1
Landing signalization;Car sling;ele45-304;edge;s;1;1;False;False;False;False;True;1
Landing signalization;Car shell;ele45-305;edge;"s;i;EE";1;1;True;True;False;False;True;3
Landing signalization;Car interior;ele45-306;edge;s;1;1;False;False;False;False;True;1
Landing signalization;Toe guard;ele45-307;edge;s;1;1;False;False;False;False;True;1
Landing signalization;Electric cable bundle;ele45-308;edge;i;1;1;False;True;False;False;False;1
Landing signalization;Control panel;ele45-309;edge;i;1;1;False;True;False;False;False;1
Landing signalization;Car electrification;ele45-310;edge;"i;EE";1;1;True;True;False;False;False;2
Landing signalization;Positioning system;ele45-311;edge;i;1;1;False;True;False;False;False;1
Landing signalization;Electrical system 11;ele45-312;edge;EE;1;1;True;False;False;False;False;1
Landing signalization;Electrical system 12;ele45-313;edge;i;1;1;False;True;False;False;False;1
Landing signalization;Electrical system 13;ele45-314;edge;"i;EE";1;1;True;True;False;False;False;2
Landing signalization;Structural Building Elements;ele45-315;edge;i;1;1;False;True;False;False;False;1
Structural Building Elements;Car & Guide rail brackets;ele45-316;edge;s;1;1;False;False;False;False;True;1
Structural Building Elements;Car shell;ele45-317;edge;"s;i;EE";1;1;True;True;False;False;True;3
Structural Building Elements;Electric cable bundle;ele45-318;edge;"i;EE;s";1;1;True;True;False;False;True;3
