source;target;energy;information;location;spatial;reason
Wachtruimte Bo;Schip;0;0;1;0;De schepen bevinden zich in de Wachtruimte voordat ze de Opstelruimte mogen betreden. Met deze interactie wordt deze locatie relatie aangegeven.
Wachtruimte Bo;Scheepsvaart tekens;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaart tekens.
Wachtruimte Bo;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces.
Uitlooplengte Bo;Schip;0;0;1;0;De schepen bevinden zich in de Uitlooplengte voor en na het schutproces.
Uitlooplengte Bo;Scheepsvaart tekens;0;0;1;0;In de Uitlooplengte bevinden zich soms Scheepsvaart tekens die de schippers van informatie voorzien. De aanname is dat deze informatie niet essentieel is voor het schutproces.
Bodembescherming voorhaven Bo;Oeverbescherming Bo;0;0;1;0;De Bodembescherming Voorhaven bestaande uit stortsteen loopt over in de uit damwanden opgetrokken Oeverbescherming.
Bodembescherming voorhaven Bo;Sluishoofd constructie Bo;0;0;0;1;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie.
Oeverbescherming Bo;Sluishoofd constructie Bo;0;0;0;1;De Oeverbescherming ter hoogte van de Fuik zit vast aan de Sluishoofd constructie.
Deuren Bo;Bewegingswerken deuren Bo;1;0;0;1;Het openen en sluiten van de Puntdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces. Verder is er tussen deze componenten ook sprake van energie overdracht (kracht over een afstand).
Deuren Bo;Nivelleersysteem Bo;0;0;0;1;De nivelleerschuiven bevinden zich op de Puntdeuren. Zonder deze interactie, is het object niet in staat te nivelleren.
Deuren Bo;Bewegingswerken nivelleersysteem Bo;0;0;0;1;De bewegingswerken van de nivelleerschuiven bevinden zich boven de nivelleerschuiven op de Puntdeuren. Wanneer de Puntdeur faalt, functioneren de Bewegingswerken nivelleerschuiven nog.
Deuren Bo;Sluishoofd constructie Bo;0;0;0;1;De Puntdeuren worden aangedreven door de Bewegingswerken werken Puntdeuren, maar worden ook geleid door de Sluishoofd constructie.
Deuren Bo;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de deur kunnen bevinden.
Bewegingswerken deuren Bo;Sluishoofd constructie Bo;0;0;0;1;De Bewegingswerken van de deuren zijn bevestigd aan het de Sluishoofd constructie.
Bewegingswerken deuren Bo;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie.
Bewegingswerken deuren Bo;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken deuren Bo;Besturingssystemen;0;1;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog.
Nivelleersysteem Bo;Bewegingswerken nivelleersysteem Bo;1;0;0;1;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn.
Bewegingswerken nivelleersysteem Bo;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie.
Bewegingswerken nivelleersysteem Bo;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken nivelleersysteem Bo;Besturingssystemen;0;1;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog.
Sluishoofd constructie Bo;Onder- /achterloopheidsschermen Bo;0;0;0;1;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid.
Sluishoofd constructie Bo;Kolkwand;0;0;0;1;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage.
Sluishoofd constructie Bo;Bodembescherming kolk;0;0;0;1;Een nagenoeg waterdichte afsluiting tussen de Bodembescherming en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage.
Sluishoofd constructie Bo;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de Sluishoofd constructie. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de Sluishoofd constructie kunnen bevinden.
Sluishoofd constructie Bo;Laagspanningsinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet de Sluishoofdconstructie van energie.
Sluishoofd constructie Bo;Scheepsvaart tekens;0;0;1;0;De Scheepsvaart tekens bevinden zich bij de Sluishoofdconstructie omde Schepen van informatie te voorzien.
Sluishoofd constructie Bo;Niveau meetsysteem;0;0;1;0;De niveaumeetinstallatie dient om de verschillende waterniveaus in het systeem te meten.
Kolkwand;Bodembescherming kolk;0;0;0;1;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Kolkwand;Scheepsvaartvoorzieningen;0;0;1;0;Er bevinden zich Scheepsvaartvoorzieningen op de Kolkwand.
Kolkwand;Sluishoofd constructie Be;0;0;0;1;Een nagenoeg waterdichte afsluiting tussen de kolkwand en het Sluishoofd is nodig om het object te beschermen tegen excessieve slijtage.
Kolkwand;Schip;0;0;0;1;Het Schip maakt fysiek contact met de Kolkwand wanneer tijdens het schutproces wordt aangemeerd. Veel (kleinere) schepen hebben deze interactie nodig om gebruik te kunnen maken van de Schutfunctie.
Kolkwand;Scheepsvaart tekens;0;0;1;0;De Scheepsvaarttekens verliezen hun functie wanneer ze niet bij de Kolkwand staan.
Bodembescherming kolk;Sluishoofd constructie Be;0;0;0;1;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Scheepsvaartvoorzieningen;Fuik Be;0;0;1;0;In de Fuik bevinden zich Scheepvaartvoorzieningen. Wanneer de Scheepvaartvoorzieningen falen, functioneert de Fuik nog.
Scheepsvaartvoorzieningen;Opstelruimte Be;0;0;1;0;In de Opstelruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren.
Scheepsvaartvoorzieningen;Wachtruimte Be;0;0;1;0;In de Wachtruimte zijn de Scheepsvaartvoorzieningen nodig om af te kunnen meren.
Scheepsvaartvoorzieningen;Schip;0;0;1;0;De Scheepvaartvoorzieningen ondersteunen de Scheepvaart.
Deuren Be;Bewegingswerken deuren Be;1;0;0;1;Het openen en sluiten van de Puntdeuren wordt gedaan door de Bewegingswerken deuren. De interactie tussen deze twee is essentieel voor het schutproces. Verder is er tussen deze componenten ook sprake van energie overdracht (kracht over een afstand).
Deuren Be;Nivelleersysteem Be;0;0;0;1;De nivelleerschuiven bevinden zich op de Puntdeuren. Zonder deze interactie, is het object niet in staat te nivelleren.
Deuren Be;Bewegingswerken nivelleersysteem Be;0;0;0;1;De bewegingswerken van de nivelleerschuiven bevinden zich boven de nivelleerschuiven op de Puntdeuren.
Deuren Be;Sluishoofd constructie Be;0;0;0;1;De Puntdeuren worden aangedreven door de Bewegingswerken werken Puntdeuren, maar worden ook geleid door de Sluishoofd constructie.
Deuren Be;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de deuren. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de deur kunnen bevinden.
Bewegingswerken deuren Be;Sluishoofd constructie Be;0;0;0;1;De Bewegingswerken van de deuren zijn bevestigd aan het de Sluishoofd constructie.
Bewegingswerken deuren Be;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken van de deuren worden voorzien van elektrische energie door de Hoogspanningsinstallatie.
Bewegingswerken deuren Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken deuren Be;Besturingssystemen;0;1;0;0;Het Besturingssysteem bestuurd de Bewegingswerken.
Nivelleersysteem Be;Bewegingswerken nivelleersysteem Be;1;0;0;1;Het openen en sluiten van de Nivelleerschuiven door de Bewegingswerken Nivelleerschuiven is onmogelijk wanneer deze niet aan elkaar vast zitten. Tijdens deze beweging, is er ook sprake van mechanische energie overdracht zonder welke de beweging onmogelijk zou zijn.
Bewegingswerken nivelleersysteem Be;Hoogspanningsinstallatie;1;0;0;0;De Bewegingswerken nivelleerschuiven worden voorzien van elektrische energie door de Hoogspaningsinstallatie.
Bewegingswerken nivelleersysteem Be;Noodstop;0;0;1;0;Bij elk bewegingswerk van het systeem moet een lokale noodstop beschikbaar zijn die de installatie lokaal kan dwingen terug te keren naar een veilige toestand.
Bewegingswerken nivelleersysteem Be;Besturingssystemen;0;1;0;0;Het Besturingssysteem bestuurd de Bewegingswerken. Wanneer de Bewegingswerken falen, functioneen de Besturingssystemen nog.
Sluishoofd constructie Be;Onder- /achterloopheidsschermen Be;0;0;0;1;Door de Onder- /achterloopheidsschermen waterdicht te verbinden met de Sluishoofd constructie, wordt het object beschermd tegen onder- en achterloopsheid.
Sluishoofd constructie Be;Fuik Be;0;0;0;1;De Fuik en de Sluishoofd constructie zijn doormiddel van hun definitie met elkaar verbonden.
Sluishoofd constructie Be;Bodembescherming voorhaven Be;0;0;0;1;De Bodembescherming voorhaven zit waterdicht vast aan de Sluishoofdconstructie.
Sluishoofd constructie Be;Schip;0;0;1;0;De schepen moeten qua locatie en orentatie rekening houden met de Sluishoofd constructie. Verder geeft deze interactie aan dat schepen zich ook op de locatie van de Sluishoofd constructie kunnen bevinden.
Sluishoofd constructie Be;Laagspanningsinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet de Sluishoofdconstructie van energie.
Sluishoofd constructie Be;Scheepsvaart tekens;0;0;1;0;De Scheepsvaart tekens bevinden zich bij de Sluishoofdconstructie omde Schepen van informatie te voorzien.
Sluishoofd constructie Be;Niveau meetsysteem;0;0;1;0;De niveaumeetinstallatie dient om de verschillende waterniveaus in het systeem te meten.
Fuik Be;Opstelruimte Be;0;0;0;1;De Fuik en de Opstelruimte zijn via hun definitie met elkaar verbonden.
Fuik Be;Bodembescherming voorhaven Be;0;0;1;0;Met deze interactie wordt aangegeven dat de Fuik van bodembescherming dient te worden voorzien. De Bodembescherming is niet noodzakelijk voor het functioneren van de Fuik, maar is wel voordelig.
Fuik Be;Oeverbescherming Be;0;0;1;0;De Fuik is voorzien van Oeverbescherming.
Fuik Be;Schip;0;0;1;0;De orientatie tussen de Fuik en het Schip is van belang. Met deze interactie wordt dus aangegeven dat het Schip zich in de Fuik kan bevinden.
Fuik Be;Scheepsvaart tekens;0;0;1;0;De Scheepsvaarttekens bevinden zich in de Fuik om de Schippers van informatie te voorzien.
Fuik Be;Objectverlichting;0;0;1;0;De Objectverlichting zorgt dat de Fuik goed te zien is s'nachts waardoor het schutproces niet gehinderd wordt.
Opstelruimte Be;Wachtruimte Be;0;0;0;1;De Opstelruimte en Wachtruimte zijn vanwege hun definitie met elkaar verbonden.
Opstelruimte Be;Bodembescherming voorhaven Be;0;0;1;0;De Bodembescherming van zowel de Voorhaven als de van de Kolk moeten goed aansluiten op de onder- /achterloopheidsschermen om verzakking van het object te voorkomen.
Opstelruimte Be;Oeverbescherming Be;0;0;1;0;De Damwanden zijn doorgetrokken tot de Wachtruimte.
Opstelruimte Be;Schip;0;0;1;0;De schepen dienen zich in de Opstelruimte te positioneren als voorbereiding op het schutproces.
Opstelruimte Be;Scheepsvaart tekens;0;0;1;0;In de Opstelruimte zijn Scheepsvaarttekens aanwezig om het vaarwegverkeer te informeren.
Opstelruimte Be;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces.
Wachtruimte Be;Uitlooplengte Be;0;0;0;1;De Wachtruimte en Uitlooplengte zijn vanwege hun definitie met elkaar verbonden.
Wachtruimte Be;Bodembescherming voorhaven Be;0;0;1;0;De Bodembescherming bevind zich ook in de Wachtruimte.
Wachtruimte Be;Oeverbescherming Be;0;0;1;0;De Damwanden zijn doorgetrokken tot de Wachtruimte.
Wachtruimte Be;Schip;0;0;1;0;De schepen bevinden zich in de Wachtruimte voordat ze de Opstelruimte mogen betreden. Met deze interactie wordt deze locatie relatie aangegeven.
Wachtruimte Be;Scheepsvaart tekens;0;0;1;0;In de Wachtruimte bevinden zich ook Scheepsvaart tekens.
Wachtruimte Be;Objectverlichting;0;0;1;0;De verlichting van de Wachtruimte zal door de schippers als prettig worden ervaren, echter is deze interactie niet essentieel voor het schutproces.
Uitlooplengte Be;Schip;0;0;1;0;De schepen bevinden zich in de Uitlooplengte voor en na het schutproces.
Uitlooplengte Be;Scheepsvaart tekens;0;0;1;0;In de Uitlooplengte bevinden zich soms Scheepsvaart tekens die de schippers van informatie voorzien. De aanname is dat deze informatie niet essentieel is voor het schutproces.
Bodembescherming voorhaven Be;Oeverbescherming Be;0;0;1;0;De Bodembescherming Voorhaven bestaande uit stortsteen loopt over in de uit damwanden opgetrokken Oeverbescherming.
Schip;Radarinstallatie;0;1;0;0;De radarsinstallatie verzamelt positie informormatie over schepen en presenteerd deze op een monitor.
Schip;IVS systeem;0;1;1;0;Het IVS systeem houd Scheepvaartgegevens bij.
Schip;Scheepsvaart tekens;0;1;1;0;De Scheepvaarttekens voorzien de Schipper van informatie die benodigd is voor het passeren van de Sluis.
Schip;Omroepinstallatie;0;1;1;0;De Omroepinstallatie wordt niet alleen door de Schipper gebruikt. Hij heeft hierdoor ook nog functie wanneer deze interactie 'faalt'.
Schip;Marifooninstallatie;0;1;1;0;Met de Marifooninstallatie kan de schipper contact leggen met de Bedienaar. Wanneer het Schip faalt, zorgt dit via de Information interactie niet voor het disfunctioneren van de Marifooninstallatie.
Schip;Telefoon;0;1;1;0;De Telefoon dient als communicatiemiddel voor de Bedienaar en secondair (als de Marifooninstallatie faalt) als communicatiemiddel voor de Schipper.
Schip;Objectverlichting;0;0;1;0;Het is voor de Bedienaar prettig wanneer het Schip goed te zien is.
Schip;Scheepsvaartbeseining;0;1;1;0;De Scheepsvaartbeseining voorziet de Schepen van informatie benodigd om te schutten
Bediengebouw constructie;Aansluiting nutsvoorzieningen;0;0;1;0;Het is handig als de Aansluiting nutsvoorzieningen zich in de Bediengebouw constructie bevindt, aangezien een groot deel van de systemen die hierop aangesloten dienen te worden zich ook hier bevinden.
Bediengebouw constructie;Laagspanningsinstallatie;1;0;1;0;De Laagspanningsinstallatie bevindt zich in de Bediengebouw constructie en voorziet de Bediengebouwconstructie van energie (voor de binnenverlichting).
Bediengebouw constructie;Hoogspanningsinstallatie;0;0;1;0;De Hoogspanningsinstallatie bevindt zich voornamelijk in de Bediengebouwconstructie.
Bediengebouw constructie;Noodstroomvoorziening;0;0;1;0;De Noodstroomvoorziening bevindt zich in de Bediengebouwconstructie.
Bediengebouw constructie;CCTV installatie;0;0;1;0;De CCTV installatie bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Radarinstallatie;0;0;1;0;De Radarinstallatie bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;IVS systeem;0;0;1;0;Het IVS systeem bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Logging;0;0;1;0;De logging bevindt zich in het Bediengebouw.
Bediengebouw constructie;Omroepinstallatie;0;0;1;0;De Omroepinstallatie bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Intercominstallatie;0;0;1;0;De Intercominstallatie bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Marifooninstallatie;0;0;1;0;De Marifooninstallatie bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Telefoon;0;0;1;0;De Telefoon bevindt zich samen met de Bedienaar in de Bediengebouwconstructie.
Bediengebouw constructie;Objectverlichting;0;0;1;0;De Objectverlichting verlicht tevens de Bediengebouwconstructie.
Bediengebouw constructie;Bliksem en overspanningsbeveiliging;0;0;1;0;De Bliksem- en overspanningsbeveiliging dient om de elektrische installaties in de Bediengebouwconstructie te beschermen.
Bediengebouw constructie;Brandmeld installatie;0;0;1;0;De Brandmeldinstallatie bevindt zich tevens in de Bediengebouwconstructie.
Bediengebouw constructie;Noodstop;0;0;1;0;De Noodstop moet de Bedienaar in staat stellen installaties op het complex te stoppen.
Bediengebouw constructie;Bedienaar/onderhoudsman;0;0;1;0;De Bedienaar bedient alle systemen van het complex vanuit de bediengebouwconstructie.
Aansluiting nutsvoorzieningen;Laagspanningsinstallatie;1;0;0;0;De Laagspanningsinstallatie is via de Aansluiting nutsvoorzieningen aangesloten op het net.
Aansluiting nutsvoorzieningen;Hoogspanningsinstallatie;1;0;0;0;De Hoogspanningsinstallatie is via de Aansluiting nutsvoorzieningen aangesloten op het net.
Aansluiting nutsvoorzieningen;Noodstroomvoorziening;1;0;0;0;De Noodstroomvoorziening voorziet de Hoog- en Laagspanningsinstallaties van energie wanneer de Aansluiting nutsvoorzieningen falen.
Laagspanningsinstallatie;CCTV installatie;1;0;0;0;De Laagspanningsinstallatie voorziet de CCTV installatie van energie.
Laagspanningsinstallatie;Radarinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Radarinstallatie van energie.
Laagspanningsinstallatie;IVS systeem;1;0;0;0;De schepen dienen zich in de Opstelruimte te positioneren als voorbereiding op het schutproces.
Laagspanningsinstallatie;Meteo installatie;1;0;0;0;De Laagspanningsinstallatie voorziet Meteo installatie van energie.
Laagspanningsinstallatie;Niveau meetsysteem;1;0;0;0;De Laagspanningsinstallatie voorziet het Niveau meetsysteem van energie.
Laagspanningsinstallatie;Logging;1;0;0;0;De Laagspanningsinstallatie voorziet de Logging van energie.
Laagspanningsinstallatie;Omroepinstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Meteo installatie van energie.
Laagspanningsinstallatie;Intercominstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Intercominstallatie van energie.
Laagspanningsinstallatie;Marifooninstallatie;1;0;0;0;De Laagspanningsinstallatie voorziet Marifooninstallatie van energie.
Laagspanningsinstallatie;Telefoon;1;0;0;0;De Laagspanningsinstallatie voorziet de Telefoon van energie.
Laagspanningsinstallatie;Objectverlichting;1;0;0;0;De Laagspanningsinstallatie voorziet de Objectverlichting van energie.
Laagspanningsinstallatie;Brandmeld installatie;1;0;0;0;De Laagspanningsinstallatie voorziet de brandmeldinstallatie van energie.
Laagspanningsinstallatie;Scheepsvaartbeseining;1;0;0;0;De Laagspanningsinstallatie voorziet de Scheepsvaartbeseining van energie.
Laagspanningsinstallatie;Bediensysteem regulier proces;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Bediensysteem onderhoud;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Bediensysteem noodbediening;1;0;0;0;De Laagspanningsinstallatie voorziet de Bediensystemen van energie.
Laagspanningsinstallatie;Besturingssystemen;1;0;0;0;De Laagspanningsinstallatie voorziet de Besturingsystemen van energie.
Hoogspanningsinstallatie;Noodstroomvoorziening;1;0;0;0;Ingeval dat de Aansluiting nutsvoorzieningen uitvalt, wordt de Hoogspanningsinstallatie voorzien van energie door de Noodstroomvoorziening.
CCTV installatie;Objectverlichting;0;0;1;0;De CCTV installatie heeft de Objectverlichting nodig om s'nachts te kunnen functioneren.
CCTV installatie;Bedienaar/onderhoudsman;0;1;1;0;De CCTV installatie voorziet de Bedienaar van informatie.
CCTV installatie;Besturingssystemen;0;1;0;0;De CCTV installatie wordt aangsestuurd via het Besturingssysteem.
Radarinstallatie;Bedienaar/onderhoudsman;0;1;1;0;De Radarinstallatie voorziet de Bedienaar van informatie.
Radarinstallatie;Besturingssystemen;0;1;0;0;De Radarnstallatie wordt aangsestuurd via het Besturingssysteem.
IVS systeem;Bedienaar/onderhoudsman;0;1;1;0;Het IVS systeem voorziet de Bedienaar van informatie.
Meteo installatie;Bedienaar/onderhoudsman;0;1;1;0;De Meteo installatie voorziet de Bedienaar van informatie.
Meteo installatie;Besturingssystemen;0;1;0;0;De Meteo installatie wordt aangsestuurd via het Besturingssysteem.
Niveau meetsysteem;Besturingssystemen;0;1;0;0;Het Niveaumeetsysteem geeft de Waterstanden aan het Besturingsysteem door.
Logging;Bedienaar/onderhoudsman;0;1;1;0;De logging functioneerd nog gedeeltelijk (de gegevens van het Besturingssysteem worden nog volledig bijgehouden) wanneer deze interactie faalt, en de Bedienaar functioneerd volledig.
Logging;Besturingssystemen;0;1;0;0;De Logging houdt ook bij wat het Besturingssysteem allemaal doet.
Omroepinstallatie;Bedienaar/onderhoudsman;0;1;1;0;De Omroepinstallatie stelt de Bedienaar in staat de omgeving toe te spreken.
Intercominstallatie;Bedienaar/onderhoudsman;0;1;1;0;De Intercominstallatie stelt de Bedienaar in staat met andere personen op het terrein te communiceren.
Marifooninstallatie;Bedienaar/onderhoudsman;0;1;1;0;De Marifooninstallatie stelt de Bedienaar in staat met het Schip te communiceren.
Telefoon;Bedienaar/onderhoudsman;0;1;1;0;De Telefoon stelt de Bedienaar in staat met de buitenwereld te communiceren.
Brandmeld installatie;Bedienaar/onderhoudsman;0;0;1;0;De Brandmeldinstallatie moet zich bij de Bedienaar bevinden.
Brandmeld installatie;Besturingssystemen;0;1;0;0;Het is handig wanneer het signaal dat er brand is, wordt gemeld aan het besturingssysteem (en daardoor ook wordt opgeslagen in de Logging) maar niet strikt noodzakelijk.
Scheepsvaartbeseining;Besturingssystemen;0;1;0;0;De Scheepsvaartbeseining is slechts te bedienen met het Besturingssysteem.
Bediensysteem regulier proces;Bedienaar/onderhoudsman;0;1;1;0;Het Bediensysteem onderhoud heeft meer bedienmogelijkheden dan het Bediensysteem regulier proces, maar heeft nog steeds het besturingssysteem nodig om iets te kunnen bedienen.
Bediensysteem regulier proces;Besturingssystemen;0;1;1;0;De informatie overdracht tussen deze componenten is essentieel voor het funtioneren van het Bediensysteem regulier proces. Dat beide systemen zich in de buurt van elkaar bevinden is niet strikt noodzakelijk.
Bediensysteem onderhoud;Bedienaar/onderhoudsman;0;1;1;0;Als deze interactie faalt, verliezen beide componenten (Onderhoudsman) (bijna) hun volledige functie. Verder is de locatie interactie nodig om de informatie overdracht te kunnen realiseren.
Bediensysteem onderhoud;Besturingssystemen;0;1;1;0;Het Bediensysteem onderhoud heeft meer bedienmogelijkheden dan het Bediensysteem regulier proces, maar heeft nog steeds het besturingssysteem nodig om iets te kunnen bedienen. De locatie interactie is slechts voordelig.
Noodstop;Bedienaar/onderhoudsman;0;1;1;0;Het is strikt noodzakelijk voor het functioneren van de Noodstop dat er informatie overdracht kan plaatsvinden tussen deze en de Bedienaar/onderhoudsman.
Noodstop;Besturingssystemen;0;1;0;0;Wanneer deze interactie faalt, is de Noodstop niet langer in staat de installatie te stoppen. De interactie is dus esstentieel voor het functioneren van de Noodstop.
Bediensysteem noodbediening;Bedienaar/onderhoudsman;0;1;1;0;Wanneer het Bediensysteem noodbediening niet bedient kan worden, verliest deze zijn functie. Het bediensysteem kan verder niet bedient worden zonder dat er een locatie interactie is met de Bedienaar.
Bediensysteem noodbediening;Besturingssystemen;0;1;1;0;Omdat onder Bediensysteem noodbediening ook handmatige bediening valt, verliest dit bediensysteem niet al zijn functionaliteit wanneer de interactie met het Besturingssysteem faalt.
Opstelruimte Bo;Fuik Bo;0;0;0;1;De Fuik en de Opstelruimte zijn via hun definitie met elkaar verbonden.
Bodembescherming voorhaven Bo;Fuik Bo;0;0;1;0;De Fuik en de Opstelruimte zijn via hun definitie met elkaar verbonden.
Oeverbescherming Bo;Fuik Bo;0;0;1;0;De Fuik is voorzien van damwanden als Oeverbescherming. Deze is niet noodzakelijk voor het functioneren van de Fuik, maar is wel voordelig.
Sluishoofd constructie Bo;Fuik Bo;0;0;0;1;De Fuik en de Sluishoofd constructie zijn doormiddel van hun definitie met elkaar verbonden.
Scheepsvaartvoorzieningen;Fuik Bo;0;0;1;0;De Scheepsvaartvoozieningen (zoals noodtrappen etc.) bevinden zich in de Fuik. De Scheepsvaartvoorzieningen zijn niet noodzakelijk voor het functioneren van de Fuik, maar wel voordelig.
Schip;Fuik Bo;0;0;1;0;De orientatie tussen de Fuik en het Schip is van belang. Met deze interactie wordt dus aangegeven dat het Schip zich in de Fuik kan bevinden.
Scheepsvaart tekens;Fuik Bo;0;0;1;0;De Scheepsvaarttekens bevinden zich in de Fuik om de Schippers van informatie te voorzien.
